Lattitude	Longitude	WaveProb
51.54054	2.757576	1.302
51.54054	2.787879	1.312
51.54054	2.818182	1.322
51.54054	2.848485	1.33
51.54054	2.878788	1.3360001
51.54054	2.909091	1.342
51.54054	2.939394	1.348
51.54054	2.969697	1.36
51.54054	3.0	1.3720001
51.54054	3.030303	1.378
51.54054	3.060607	1.3900001
51.54054	3.09091	1.4000001
51.54054	3.121213	1.406
51.54054	3.151516	1.4100001
51.54054	3.181819	1.414
51.54054	3.212122	1.414
51.54054	3.242425	1.3980001
51.54054	3.272728	1.358
51.54054	3.303031	1.33
51.54054	3.333334	1.314
51.54054	3.363637	1.296
51.54054	3.39394	1.286
51.54054	3.424243	1.294
51.54054	3.939394	0.14400001
51.54054	3.969697	0.192
51.54054	4.0	0.23200001
51.54054	4.030303	0.22800002
51.54054	4.060606	0.22000001
51.55405	1.484849	0.90200007
51.55405	1.515152	0.91800004
51.55405	1.545455	0.938
51.55405	1.575758	0.95800006
51.55405	1.606061	0.97400004
51.55405	1.636364	0.994
51.55405	1.666667	1.016
51.55405	1.69697	1.0300001
51.55405	1.727273	1.0480001
51.55405	1.757576	1.056
51.55405	1.787879	1.0780001
51.55405	1.818182	1.088
51.55405	1.848485	1.108
51.55405	1.878788	1.12
51.55405	1.909091	1.138
51.55405	1.939394	1.144
51.55405	1.969697	1.166
51.55405	2.0	1.182
51.55405	2.030303	1.1880001
51.55405	2.060606	1.2
51.55405	2.09091	1.21
51.55405	2.121213	1.212
51.55405	2.151516	1.2160001
51.55405	2.181819	1.218
51.55405	2.212122	1.2160001
51.55405	2.242425	1.22
51.55405	2.272728	1.22
51.55405	2.303031	1.222
51.55405	2.333334	1.222
51.55405	2.363637	1.2260001
51.55405	2.39394	1.23
51.55405	2.424243	1.2360001
51.55405	2.454546	1.24
51.55405	2.484849	1.2440001
51.55405	2.515152	1.25
51.55405	2.545455	1.2540001
51.55405	2.575758	1.258
51.55405	2.606061	1.264
51.55405	2.636364	1.2620001
51.55405	2.666667	1.2700001
51.55405	2.69697	1.286
51.55405	2.727273	1.2880001
51.55405	2.757576	1.2980001
51.55405	2.787879	1.312
51.55405	2.818182	1.3240001
51.55405	2.848485	1.3340001
51.55405	2.878788	1.342
51.55405	2.909091	1.35
51.55405	2.939394	1.3560001
51.55405	2.969697	1.3560001
51.55405	3.0	1.3720001
51.55405	3.030303	1.376
51.55405	3.060607	1.3820001
51.55405	3.09091	1.396
51.55405	3.121213	1.406
51.55405	3.151516	1.4120001
51.55405	3.181819	1.4180001
51.55405	3.212122	1.422
51.55405	3.242425	1.416
51.55405	3.272728	1.388
51.55405	3.303031	1.3540001
51.55405	3.333334	1.3260001
51.55405	3.363637	1.304
51.55405	3.39394	1.286
51.55405	3.424243	1.2700001
51.55405	3.454546	1.1500001
51.55405	3.878788	0.112
51.55405	3.909091	0.19600001
51.55405	3.939394	0.22000001
51.55405	3.969697	0.24400002
51.55405	4.0	0.256
51.56757	1.484849	0.90200007
51.56757	1.515152	0.91600007
51.56757	1.545455	0.934
51.56757	1.575758	0.95400006
51.56757	1.606061	0.97200006
51.56757	1.636364	0.99000007
51.56757	1.666667	1.0120001
51.56757	1.69697	1.028
51.56757	1.727273	1.044
51.56757	1.757576	1.056
51.56757	1.787879	1.0760001
51.56757	1.818182	1.0840001
51.56757	1.848485	1.1040001
51.56757	1.878788	1.118
51.56757	1.909091	1.136
51.56757	1.939394	1.146
51.56757	1.969697	1.1620001
51.56757	2.0	1.174
51.56757	2.030303	1.1800001
51.56757	2.060606	1.192
51.56757	2.09091	1.202
51.56757	2.121213	1.2040001
51.56757	2.151516	1.21
51.56757	2.181819	1.2140001
51.56757	2.212122	1.2160001
51.56757	2.242425	1.218
51.56757	2.272728	1.2160001
51.56757	2.303031	1.22
51.56757	2.333334	1.222
51.56757	2.363637	1.2260001
51.56757	2.39394	1.2320001
51.56757	2.424243	1.2360001
51.56757	2.454546	1.24
51.56757	2.484849	1.25
51.56757	2.515152	1.2540001
51.56757	2.545455	1.258
51.56757	2.575758	1.266
51.56757	2.606061	1.274
51.56757	2.636364	1.274
51.56757	2.666667	1.2780001
51.56757	2.69697	1.294
51.56757	2.727273	1.2880001
51.56757	2.757576	1.2980001
51.56757	2.787879	1.3160001
51.56757	2.818182	1.3240001
51.56757	2.848485	1.3360001
51.56757	2.878788	1.3440001
51.56757	2.909091	1.3520001
51.56757	2.939394	1.36
51.56757	2.969697	1.36
51.56757	3.0	1.3560001
51.56757	3.030303	1.386
51.56757	3.060607	1.3840001
51.56757	3.09091	1.3840001
51.56757	3.121213	1.4000001
51.56757	3.151516	1.4080001
51.56757	3.181819	1.416
51.56757	3.212122	1.422
51.56757	3.242425	1.422
51.56757	3.272728	1.4000001
51.56757	3.303031	1.368
51.56757	3.333334	1.332
51.56757	3.363637	1.3080001
51.56757	3.39394	1.286
51.56757	3.424243	1.2720001
51.56757	3.454546	1.2
51.56757	3.484849	1.1040001
51.56757	3.909091	0.156
51.56757	3.939394	0.246
51.56757	3.969697	0.282
51.56757	4.0	0.30200002
51.58108	1.484849	0.90200007
51.58108	1.515152	0.91400003
51.58108	1.545455	0.92600006
51.58108	1.575758	0.94400007
51.58108	1.606061	0.96800005
51.58108	1.636364	0.97800004
51.58108	1.666667	1.006
51.58108	1.69697	1.024
51.58108	1.727273	1.0400001
51.58108	1.757576	1.0500001
51.58108	1.787879	1.07
51.58108	1.818182	1.0780001
51.58108	1.848485	1.098
51.58108	1.878788	1.1140001
51.58108	1.909091	1.1320001
51.58108	1.939394	1.144
51.58108	1.969697	1.1580001
51.58108	2.0	1.1700001
51.58108	2.030303	1.176
51.58108	2.060606	1.19
51.58108	2.09091	1.2
51.58108	2.121213	1.2040001
51.58108	2.151516	1.2080001
51.58108	2.181819	1.2140001
51.58108	2.212122	1.2140001
51.58108	2.242425	1.2160001
51.58108	2.272728	1.2160001
51.58108	2.303031	1.22
51.58108	2.333334	1.2260001
51.58108	2.363637	1.23
51.58108	2.39394	1.2340001
51.58108	2.424243	1.238
51.58108	2.454546	1.248
51.58108	2.484849	1.256
51.58108	2.515152	1.2600001
51.58108	2.545455	1.264
51.58108	2.575758	1.274
51.58108	2.606061	1.2800001
51.58108	2.636364	1.2800001
51.58108	2.666667	1.286
51.58108	2.69697	1.296
51.58108	2.727273	1.296
51.58108	2.757576	1.302
51.58108	2.787879	1.3160001
51.58108	2.818182	1.322
51.58108	2.848485	1.3340001
51.58108	2.878788	1.3440001
51.58108	2.909091	1.3540001
51.58108	2.939394	1.36
51.58108	2.969697	1.366
51.58108	3.0	1.3640001
51.58108	3.030303	1.3700001
51.58108	3.060607	1.3820001
51.58108	3.09091	1.3740001
51.58108	3.121213	1.376
51.58108	3.151516	1.396
51.58108	3.181819	1.4120001
51.58108	3.212122	1.4180001
51.58108	3.242425	1.422
51.58108	3.272728	1.414
51.58108	3.303031	1.386
51.58108	3.333334	1.3540001
51.58108	3.363637	1.314
51.58108	3.39394	1.2900001
51.58108	3.424243	1.268
51.58108	3.454546	1.2340001
51.58108	3.484849	1.1620001
51.58108	3.515152	1.0580001
51.58108	3.636364	0.60800004
51.58108	3.909091	0.19800001
51.58108	3.939394	0.29000002
51.58108	3.969697	0.32200003
51.58108	4.0	0.33400002
51.59459	1.484849	0.90200007
51.59459	1.515152	0.91400003
51.59459	1.545455	0.92200005
51.59459	1.575758	0.93600005
51.59459	1.606061	0.96000004
51.59459	1.636364	0.97400004
51.59459	1.666667	1.0020001
51.59459	1.69697	1.0200001
51.59459	1.727273	1.0380001
51.59459	1.757576	1.0500001
51.59459	1.787879	1.0680001
51.59459	1.818182	1.074
51.59459	1.848485	1.0940001
51.59459	1.878788	1.108
51.59459	1.909091	1.126
51.59459	1.939394	1.1400001
51.59459	1.969697	1.154
51.59459	2.0	1.164
51.59459	2.030303	1.1700001
51.59459	2.060606	1.184
51.59459	2.09091	1.19
51.59459	2.121213	1.194
51.59459	2.151516	1.202
51.59459	2.181819	1.21
51.59459	2.212122	1.212
51.59459	2.242425	1.2140001
51.59459	2.272728	1.218
51.59459	2.303031	1.22
51.59459	2.333334	1.2260001
51.59459	2.363637	1.23
51.59459	2.39394	1.2340001
51.59459	2.424243	1.2360001
51.59459	2.454546	1.25
51.59459	2.484849	1.258
51.59459	2.515152	1.264
51.59459	2.545455	1.268
51.59459	2.575758	1.276
51.59459	2.606061	1.286
51.59459	2.636364	1.2900001
51.59459	2.666667	1.2880001
51.59459	2.69697	1.3000001
51.59459	2.727273	1.3080001
51.59459	2.757576	1.2980001
51.59459	2.787879	1.3180001
51.59459	2.818182	1.3260001
51.59459	2.848485	1.3340001
51.59459	2.878788	1.342
51.59459	2.909091	1.3520001
51.59459	2.939394	1.358
51.59459	2.969697	1.3700001
51.59459	3.0	1.3740001
51.59459	3.030303	1.376
51.59459	3.060607	1.3800001
51.59459	3.09091	1.366
51.59459	3.121213	1.35
51.59459	3.151516	1.3820001
51.59459	3.181819	1.406
51.59459	3.212122	1.406
51.59459	3.242425	1.406
51.59459	3.272728	1.4180001
51.59459	3.303031	1.4000001
51.59459	3.333334	1.366
51.59459	3.363637	1.32
51.59459	3.39394	1.296
51.59459	3.424243	1.2720001
51.59459	3.454546	1.2420001
51.59459	3.484849	1.2160001
51.59459	3.515152	1.182
51.59459	3.545455	1.088
51.59459	3.575758	0.95400006
51.59459	3.606061	0.90000004
51.59459	3.636364	0.86600006
51.59459	3.727273	0.65800005
51.59459	3.757576	0.60800004
51.59459	3.878788	0.22000001
51.59459	3.909091	0.30400002
51.59459	3.939394	0.35200003
51.59459	3.969697	0.358
51.59459	4.0	0.342
51.60811	1.484849	0.89800006
51.60811	1.515152	0.91400003
51.60811	1.545455	0.92200005
51.60811	1.575758	0.934
51.60811	1.606061	0.9480001
51.60811	1.636364	0.97400004
51.60811	1.666667	0.99600005
51.60811	1.69697	1.01
51.60811	1.727273	1.0300001
51.60811	1.757576	1.046
51.60811	1.787879	1.064
51.60811	1.818182	1.0680001
51.60811	1.848485	1.088
51.60811	1.878788	1.1040001
51.60811	1.909091	1.12
51.60811	1.939394	1.136
51.60811	1.969697	1.1520001
51.60811	2.0	1.1600001
51.60811	2.030303	1.1680001
51.60811	2.060606	1.182
51.60811	2.09091	1.19
51.60811	2.121213	1.192
51.60811	2.151516	1.2
51.60811	2.181819	1.2080001
51.60811	2.212122	1.212
51.60811	2.242425	1.2140001
51.60811	2.272728	1.22
51.60811	2.303031	1.222
51.60811	2.333334	1.2260001
51.60811	2.363637	1.2340001
51.60811	2.39394	1.24
51.60811	2.424243	1.2440001
51.60811	2.454546	1.2540001
51.60811	2.484849	1.266
51.60811	2.515152	1.2700001
51.60811	2.545455	1.276
51.60811	2.575758	1.2780001
51.60811	2.606061	1.292
51.60811	2.636364	1.2980001
51.60811	2.666667	1.292
51.60811	2.69697	1.304
51.60811	2.727273	1.3160001
51.60811	2.757576	1.3100001
51.60811	2.787879	1.32
51.60811	2.818182	1.33
51.60811	2.848485	1.3340001
51.60811	2.878788	1.34
51.60811	2.909091	1.348
51.60811	2.939394	1.36
51.60811	2.969697	1.368
51.60811	3.0	1.376
51.60811	3.030303	1.378
51.60811	3.060607	1.3820001
51.60811	3.09091	1.378
51.60811	3.121213	1.3540001
51.60811	3.151516	1.3740001
51.60811	3.181819	1.4020001
51.60811	3.212122	1.4020001
51.60811	3.242425	1.404
51.60811	3.272728	1.4000001
51.60811	3.303031	1.4180001
51.60811	3.333334	1.3920001
51.60811	3.363637	1.342
51.60811	3.39394	1.3080001
51.60811	3.424243	1.2800001
51.60811	3.454546	1.2520001
51.60811	3.484849	1.2240001
51.60811	3.515152	1.2
51.60811	3.545455	1.1400001
51.60811	3.575758	1.082
51.60811	3.606061	1.034
51.60811	3.636364	0.98200005
51.60811	3.666667	0.934
51.60811	3.69697	0.49600002
51.60811	3.727273	0.43
51.60811	3.757576	0.44200003
51.60811	3.787879	0.42400002
51.60811	3.818182	0.41200003
51.60811	3.848485	0.40800002
51.60811	3.878788	0.40800002
51.60811	3.909091	0.402
51.60811	3.939394	0.39000002
51.60811	3.969697	0.24800001
51.60811	4.0	0.19800001
51.60811	4.030303	0.19000001
51.60811	4.060606	0.172
51.62162	1.484849	0.89000005
51.62162	1.515152	0.91200006
51.62162	1.545455	0.92200005
51.62162	1.575758	0.92600006
51.62162	1.606061	0.938
51.62162	1.636364	0.966
51.62162	1.666667	0.994
51.62162	1.69697	1.006
51.62162	1.727273	1.028
51.62162	1.757576	1.044
51.62162	1.787879	1.0600001
51.62162	1.818182	1.0660001
51.62162	1.848485	1.0840001
51.62162	1.878788	1.098
51.62162	1.909091	1.1140001
51.62162	1.939394	1.128
51.62162	1.969697	1.144
51.62162	2.0	1.1520001
51.62162	2.030303	1.1620001
51.62162	2.060606	1.176
51.62162	2.09091	1.1800001
51.62162	2.121213	1.184
51.62162	2.151516	1.194
51.62162	2.181819	1.2040001
51.62162	2.212122	1.21
51.62162	2.242425	1.2140001
51.62162	2.272728	1.22
51.62162	2.303031	1.222
51.62162	2.333334	1.228
51.62162	2.363637	1.2340001
51.62162	2.39394	1.2420001
51.62162	2.424243	1.2440001
51.62162	2.454546	1.2540001
51.62162	2.484849	1.266
51.62162	2.515152	1.2700001
51.62162	2.545455	1.2820001
51.62162	2.575758	1.2800001
51.62162	2.606061	1.2980001
51.62162	2.636364	1.304
51.62162	2.666667	1.2980001
51.62162	2.69697	1.3080001
51.62162	2.727273	1.32
51.62162	2.757576	1.3180001
51.62162	2.787879	1.322
51.62162	2.818182	1.332
51.62162	2.848485	1.3360001
51.62162	2.878788	1.34
51.62162	2.909091	1.3460001
51.62162	2.939394	1.3560001
51.62162	2.969697	1.366
51.62162	3.0	1.3740001
51.62162	3.030303	1.378
51.62162	3.060607	1.388
51.62162	3.09091	1.3900001
51.62162	3.121213	1.3740001
51.62162	3.151516	1.376
51.62162	3.181819	1.396
51.62162	3.212122	1.388
51.62162	3.242425	1.4080001
51.62162	3.272728	1.3980001
51.62162	3.303031	1.3980001
51.62162	3.333334	1.4020001
51.62162	3.363637	1.368
51.62162	3.39394	1.3240001
51.62162	3.424243	1.2900001
51.62162	3.454546	1.2620001
51.62162	3.484849	1.2260001
51.62162	3.515152	1.2
51.62162	3.545455	1.1600001
51.62162	3.575758	1.12
51.62162	3.606061	1.0760001
51.62162	3.636364	1.0480001
51.62162	3.666667	0.98
51.62162	3.727273	0.3
51.62162	3.757576	0.41200003
51.62162	3.787879	0.448
51.62162	3.818182	0.448
51.62162	3.848485	0.45200002
51.62162	3.878788	0.46
51.62162	3.909091	0.45800003
51.62162	3.939394	0.39200002
51.62162	4.030303	0.098000005
51.62162	4.060606	0.128
51.62162	4.090909	0.14
51.63514	1.484849	0.87600005
51.63514	1.515152	0.90800005
51.63514	1.545455	0.92
51.63514	1.575758	0.924
51.63514	1.606061	0.92600006
51.63514	1.636364	0.95600003
51.63514	1.666667	0.984
51.63514	1.69697	0.994
51.63514	1.727273	1.016
51.63514	1.757576	1.036
51.63514	1.787879	1.0500001
51.63514	1.818182	1.056
51.63514	1.848485	1.0780001
51.63514	1.878788	1.092
51.63514	1.909091	1.1060001
51.63514	1.939394	1.1220001
51.63514	1.969697	1.1400001
51.63514	2.0	1.148
51.63514	2.030303	1.1600001
51.63514	2.060606	1.174
51.63514	2.09091	1.1800001
51.63514	2.121213	1.184
51.63514	2.151516	1.194
51.63514	2.181819	1.2
51.63514	2.212122	1.2080001
51.63514	2.242425	1.2140001
51.63514	2.272728	1.222
51.63514	2.303031	1.2240001
51.63514	2.333334	1.228
51.63514	2.363637	1.2340001
51.63514	2.39394	1.2440001
51.63514	2.424243	1.248
51.63514	2.454546	1.2600001
51.63514	2.484849	1.2700001
51.63514	2.515152	1.274
51.63514	2.545455	1.286
51.63514	2.575758	1.284
51.63514	2.606061	1.302
51.63514	2.636364	1.3080001
51.63514	2.666667	1.304
51.63514	2.69697	1.3100001
51.63514	2.727273	1.32
51.63514	2.757576	1.3240001
51.63514	2.787879	1.32
51.63514	2.818182	1.3340001
51.63514	2.848485	1.338
51.63514	2.878788	1.3460001
51.63514	2.909091	1.348
51.63514	2.939394	1.3540001
51.63514	2.969697	1.366
51.63514	3.0	1.3720001
51.63514	3.030303	1.3800001
51.63514	3.060607	1.386
51.63514	3.09091	1.394
51.63514	3.121213	1.388
51.63514	3.151516	1.386
51.63514	3.181819	1.3900001
51.63514	3.212122	1.3740001
51.63514	3.242425	1.4020001
51.63514	3.272728	1.4120001
51.63514	3.303031	1.3840001
51.63514	3.333334	1.3900001
51.63514	3.363637	1.396
51.63514	3.39394	1.3460001
51.63514	3.424243	1.296
51.63514	3.454546	1.264
51.63514	3.484849	1.2320001
51.63514	3.515152	1.2040001
51.63514	3.545455	1.174
51.63514	3.575758	1.1420001
51.63514	3.606061	1.108
51.63514	3.636364	1.072
51.63514	3.666667	1.024
51.63514	3.69697	0.86800003
51.63514	3.727273	0.624
51.63514	3.757576	0.632
51.63514	3.787879	0.606
51.63514	3.818182	0.59000003
51.63514	3.848485	0.564
51.63514	3.878788	0.54200006
51.63514	4.090909	0.116000004
51.64865	1.484849	0.86800003
51.64865	1.515152	0.89800006
51.64865	1.545455	0.91600007
51.64865	1.575758	0.924
51.64865	1.606061	0.92200005
51.64865	1.636364	0.95000005
51.64865	1.666667	0.98
51.64865	1.69697	0.98800004
51.64865	1.727273	1.01
51.64865	1.757576	1.028
51.64865	1.787879	1.046
51.64865	1.818182	1.054
51.64865	1.848485	1.072
51.64865	1.878788	1.0860001
51.64865	1.909091	1.098
51.64865	1.939394	1.1140001
51.64865	1.969697	1.1340001
51.64865	2.0	1.144
51.64865	2.030303	1.1500001
51.64865	2.060606	1.166
51.64865	2.09091	1.1700001
51.64865	2.121213	1.176
51.64865	2.151516	1.1880001
51.64865	2.181819	1.1960001
51.64865	2.212122	1.202
51.64865	2.242425	1.2160001
51.64865	2.272728	1.222
51.64865	2.303031	1.2240001
51.64865	2.333334	1.2320001
51.64865	2.363637	1.2360001
51.64865	2.39394	1.2440001
51.64865	2.424243	1.248
51.64865	2.454546	1.2600001
51.64865	2.484849	1.2700001
51.64865	2.515152	1.276
51.64865	2.545455	1.2900001
51.64865	2.575758	1.2900001
51.64865	2.606061	1.3060001
51.64865	2.636364	1.312
51.64865	2.666667	1.3080001
51.64865	2.69697	1.312
51.64865	2.727273	1.3280001
51.64865	2.757576	1.33
51.64865	2.787879	1.3240001
51.64865	2.818182	1.338
51.64865	2.848485	1.342
51.64865	2.878788	1.348
51.64865	2.909091	1.35
51.64865	2.939394	1.358
51.64865	2.969697	1.3640001
51.64865	3.0	1.3720001
51.64865	3.030303	1.376
51.64865	3.060607	1.3840001
51.64865	3.09091	1.3920001
51.64865	3.121213	1.394
51.64865	3.151516	1.394
51.64865	3.181819	1.3920001
51.64865	3.212122	1.3800001
51.64865	3.242425	1.388
51.64865	3.272728	1.4080001
51.64865	3.303031	1.4080001
51.64865	3.333334	1.3920001
51.64865	3.363637	1.3920001
51.64865	3.39394	1.358
51.64865	3.424243	1.3060001
51.64865	3.454546	1.266
51.64865	3.484849	1.24
51.64865	3.515152	1.2260001
51.64865	3.545455	1.184
51.64865	3.575758	1.172
51.64865	3.606061	1.128
51.64865	3.636364	1.0940001
51.64865	3.666667	1.054
51.64865	3.69697	0.9760001
51.64865	3.727273	0.85
51.64865	3.757576	0.744
51.64865	3.787879	0.67
51.64865	3.818182	0.61800003
51.64865	3.848485	0.574
51.64865	3.878788	0.54800004
51.66216	1.484849	0.86200005
51.66216	1.515152	0.8880001
51.66216	1.545455	0.90800005
51.66216	1.575758	0.92
51.66216	1.606061	0.92200005
51.66216	1.636364	0.94000006
51.66216	1.666667	0.96800005
51.66216	1.69697	0.97400004
51.66216	1.727273	1.0
51.66216	1.757576	1.014
51.66216	1.787879	1.028
51.66216	1.818182	1.0480001
51.66216	1.848485	1.064
51.66216	1.878788	1.0760001
51.66216	1.909091	1.092
51.66216	1.939394	1.1060001
51.66216	1.969697	1.1240001
51.66216	2.0	1.138
51.66216	2.030303	1.148
51.66216	2.060606	1.164
51.66216	2.09091	1.1700001
51.66216	2.121213	1.176
51.66216	2.151516	1.1880001
51.66216	2.181819	1.194
51.66216	2.212122	1.1980001
51.66216	2.242425	1.21
51.66216	2.272728	1.22
51.66216	2.303031	1.2260001
51.66216	2.333334	1.2340001
51.66216	2.363637	1.24
51.66216	2.39394	1.2440001
51.66216	2.424243	1.256
51.66216	2.454546	1.266
51.66216	2.484849	1.274
51.66216	2.515152	1.2800001
51.66216	2.545455	1.2900001
51.66216	2.575758	1.296
51.66216	2.606061	1.3060001
51.66216	2.636364	1.3160001
51.66216	2.666667	1.3160001
51.66216	2.69697	1.32
51.66216	2.727273	1.33
51.66216	2.757576	1.3340001
51.66216	2.787879	1.33
51.66216	2.818182	1.3440001
51.66216	2.848485	1.348
51.66216	2.878788	1.3520001
51.66216	2.909091	1.3540001
51.66216	2.939394	1.3620001
51.66216	2.969697	1.3620001
51.66216	3.0	1.3740001
51.66216	3.030303	1.3820001
51.66216	3.060607	1.3800001
51.66216	3.09091	1.386
51.66216	3.121213	1.394
51.66216	3.151516	1.396
51.66216	3.181819	1.396
51.66216	3.212122	1.3920001
51.66216	3.242425	1.3900001
51.66216	3.272728	1.396
51.66216	3.303031	1.414
51.66216	3.333334	1.4020001
51.66216	3.363637	1.3800001
51.66216	3.39394	1.3720001
51.66216	3.424243	1.338
51.66216	3.454546	1.2800001
51.66216	3.484849	1.246
51.66216	3.515152	1.2240001
51.66216	3.545455	1.2
51.66216	3.575758	1.172
51.66216	3.606061	1.144
51.66216	3.636364	1.1140001
51.66216	3.666667	1.0780001
51.66216	3.69697	0.952
51.66216	3.727273	0.56200004
51.66216	3.757576	0.53000003
51.66216	3.787879	0.53000003
51.66216	3.818182	0.51600003
51.66216	3.848485	0.50600004
51.66216	3.878788	0.50200003
51.67567	1.484849	0.85600007
51.67567	1.515152	0.87600005
51.67567	1.545455	0.89800006
51.67567	1.575758	0.91200006
51.67567	1.606061	0.92200005
51.67567	1.636364	0.93200004
51.67567	1.666667	0.9620001
51.67567	1.69697	0.97
51.67567	1.727273	0.99200004
51.67567	1.757576	1.014
51.67567	1.787879	1.024
51.67567	1.818182	1.042
51.67567	1.848485	1.0600001
51.67567	1.878788	1.07
51.67567	1.909091	1.0840001
51.67567	1.939394	1.092
51.67567	1.969697	1.1140001
51.67567	2.0	1.1320001
51.67567	2.030303	1.1400001
51.67567	2.060606	1.1580001
51.67567	2.09091	1.1620001
51.67567	2.121213	1.1700001
51.67567	2.151516	1.182
51.67567	2.181819	1.1880001
51.67567	2.212122	1.194
51.67567	2.242425	1.2060001
51.67567	2.272728	1.22
51.67567	2.303031	1.2260001
51.67567	2.333334	1.2360001
51.67567	2.363637	1.2420001
51.67567	2.39394	1.2440001
51.67567	2.424243	1.256
51.67567	2.454546	1.266
51.67567	2.484849	1.274
51.67567	2.515152	1.2820001
51.67567	2.545455	1.292
51.67567	2.575758	1.2980001
51.67567	2.606061	1.304
51.67567	2.636364	1.3180001
51.67567	2.666667	1.322
51.67567	2.69697	1.3260001
51.67567	2.727273	1.3340001
51.67567	2.757576	1.34
51.67567	2.787879	1.338
51.67567	2.818182	1.348
51.67567	2.848485	1.3540001
51.67567	2.878788	1.3560001
51.67567	2.909091	1.358
51.67567	2.939394	1.366
51.67567	2.969697	1.368
51.67567	3.0	1.368
51.67567	3.030303	1.386
51.67567	3.060607	1.386
51.67567	3.09091	1.386
51.67567	3.121213	1.388
51.67567	3.151516	1.394
51.67567	3.181819	1.4000001
51.67567	3.212122	1.394
51.67567	3.242425	1.3920001
51.67567	3.272728	1.3900001
51.67567	3.303031	1.3900001
51.67567	3.333334	1.404
51.67567	3.363637	1.394
51.67567	3.39394	1.3700001
51.67567	3.424243	1.34
51.67567	3.454546	1.3060001
51.67567	3.484849	1.256
51.67567	3.515152	1.2260001
51.67567	3.545455	1.2
51.67567	3.575758	1.1960001
51.67567	3.606061	1.164
51.67567	3.636364	1.1320001
51.67567	3.666667	1.07
51.67567	3.69697	0.95400006
51.67567	3.787879	0.312
51.67567	3.818182	0.39000002
51.67567	3.848485	0.45400003
51.68919	1.484849	0.85200006
51.68919	1.515152	0.864
51.68919	1.545455	0.892
51.68919	1.575758	0.906
51.68919	1.606061	0.91800004
51.68919	1.636364	0.92800003
51.68919	1.666667	0.952
51.68919	1.69697	0.95800006
51.68919	1.727273	0.98
51.68919	1.757576	1.0
51.68919	1.787879	1.014
51.68919	1.818182	1.0320001
51.68919	1.848485	1.0480001
51.68919	1.878788	1.0600001
51.68919	1.909091	1.0780001
51.68919	1.939394	1.0860001
51.68919	1.969697	1.1060001
51.68919	2.0	1.126
51.68919	2.030303	1.138
51.68919	2.060606	1.154
51.68919	2.09091	1.1600001
51.68919	2.121213	1.1700001
51.68919	2.151516	1.182
51.68919	2.181819	1.1880001
51.68919	2.212122	1.192
51.68919	2.242425	1.2060001
51.68919	2.272728	1.218
51.68919	2.303031	1.2240001
51.68919	2.333334	1.238
51.68919	2.363637	1.246
51.68919	2.39394	1.2520001
51.68919	2.424243	1.2600001
51.68919	2.454546	1.2720001
51.68919	2.484849	1.2780001
51.68919	2.515152	1.286
51.68919	2.545455	1.2980001
51.68919	2.575758	1.3000001
51.68919	2.606061	1.3080001
51.68919	2.636364	1.32
51.68919	2.666667	1.3260001
51.68919	2.69697	1.33
51.68919	2.727273	1.3360001
51.68919	2.757576	1.3440001
51.68919	2.787879	1.3440001
51.68919	2.818182	1.3520001
51.68919	2.848485	1.358
51.68919	2.878788	1.36
51.68919	2.909091	1.3640001
51.68919	2.939394	1.3720001
51.68919	2.969697	1.3740001
51.68919	3.0	1.378
51.68919	3.030303	1.3840001
51.68919	3.060607	1.3900001
51.68919	3.09091	1.3920001
51.68919	3.121213	1.386
51.68919	3.151516	1.386
51.68919	3.181819	1.3980001
51.68919	3.212122	1.396
51.68919	3.242425	1.394
51.68919	3.272728	1.3920001
51.68919	3.303031	1.386
51.68919	3.333334	1.3820001
51.68919	3.363637	1.396
51.68919	3.39394	1.3840001
51.68919	3.424243	1.338
51.68919	3.454546	1.3160001
51.68919	3.484849	1.2800001
51.68919	3.515152	1.2340001
51.68919	3.545455	1.2060001
51.68919	3.575758	1.182
51.68919	3.606061	1.1600001
51.68919	3.636364	1.1340001
51.68919	3.666667	1.07
51.68919	3.818182	0.256
51.7027	1.484849	0.84400004
51.7027	1.515152	0.85600007
51.7027	1.545455	0.878
51.7027	1.575758	0.896
51.7027	1.606061	0.91200006
51.7027	1.636364	0.924
51.7027	1.666667	0.94600004
51.7027	1.69697	0.95400006
51.7027	1.727273	0.9760001
51.7027	1.757576	0.994
51.7027	1.787879	1.008
51.7027	1.818182	1.026
51.7027	1.848485	1.046
51.7027	1.878788	1.056
51.7027	1.909091	1.072
51.7027	1.939394	1.082
51.7027	1.969697	1.1
51.7027	2.0	1.116
51.7027	2.030303	1.128
51.7027	2.060606	1.144
51.7027	2.09091	1.1520001
51.7027	2.121213	1.164
51.7027	2.151516	1.1780001
51.7027	2.181819	1.184
51.7027	2.212122	1.19
51.7027	2.242425	1.2040001
51.7027	2.272728	1.218
51.7027	2.303031	1.222
51.7027	2.333334	1.238
51.7027	2.363637	1.248
51.7027	2.39394	1.2520001
51.7027	2.424243	1.2600001
51.7027	2.454546	1.2720001
51.7027	2.484849	1.2780001
51.7027	2.515152	1.2880001
51.7027	2.545455	1.3000001
51.7027	2.575758	1.304
51.7027	2.606061	1.314
51.7027	2.636364	1.3240001
51.7027	2.666667	1.332
51.7027	2.69697	1.3360001
51.7027	2.727273	1.342
51.7027	2.757576	1.348
51.7027	2.787879	1.348
51.7027	2.818182	1.3540001
51.7027	2.848485	1.3640001
