lat_bin,lon_bin,predicted
51.53,1.61,0.3213827992362255
51.53,1.6,0.3213827992362255
51.53,1.63,1.3708615111662583
51.53,1.62,1.3708615111662583
51.53,1.64,1.3708615111662583
51.54,1.64,1.3708615111662583
51.54,1.62,1.3708615111662583
51.54,1.65,1.3708615111662583
51.55,1.67,1.3708615111662583
51.55,1.65,1.3708615111662583
51.56,1.66,1.3708615111662583
51.56,1.68,1.3708615111662583
51.56,1.67,1.3708615111662583
51.57,1.69,1.1271003239324802
51.68,3.46,0.9731095245246507
51.69,1.84,2.9778355109335064
51.71,3.49,0.8067025235874441
51.71,3.49,0.8067025235874441
51.71,3.49,0.8067025235874441
51.71,3.49,0.8067025235874441
51.73,3.5,0.5122275857591017
51.76,1.87,3.7645680325462796
51.77,3.56,0.5402856497155599
51.78,3.58,0.5402856497155599
51.78,3.58,0.5402856497155599
51.78,3.58,0.5402856497155599
51.78,3.58,0.5402856497155599
51.78,3.62,0.4762183841101355
51.78,3.62,0.4762183841101355
51.78,3.62,0.4762183841101355
51.78,3.62,0.4762183841101355
51.79,3.63,0.4762183841101355
51.79,3.63,0.4762183841101355
51.79,3.63,0.4762183841101355
51.79,3.63,0.4762183841101355
51.79,3.59,0.5402856497155599
51.79,3.59,0.5402856497155599
51.79,3.59,0.5402856497155599
51.79,3.59,0.5402856497155599
51.79,3.6,0.5402856497155599
51.79,3.6,0.5402856497155599
51.79,3.6,0.5402856497155599
51.79,3.6,0.5402856497155599
51.8,3.65,0.4762183841101355
51.8,3.61,0.5402856497155599
51.8,3.64,0.4762183841101355
51.8,3.64,0.4762183841101355
51.8,3.64,0.4762183841101355
51.8,3.64,0.4762183841101355
51.81,3.62,0.4762183841101355
51.81,3.63,0.4762183841101355
51.81,3.64,0.4762183841101355
51.81,3.64,0.4762183841101355
51.81,3.64,0.4762183841101355
51.81,3.64,0.4762183841101355
51.81,3.66,0.4762183841101355
51.81,3.66,0.4762183841101355
51.81,3.66,0.4762183841101355
51.81,3.66,0.4762183841101355
51.82,3.7,0.4762183841101355
51.82,3.7,0.4762183841101355
51.82,3.7,0.4762183841101355
51.82,3.7,0.4762183841101355
51.82,3.69,0.4762183841101355
51.82,3.69,0.4762183841101355
51.82,3.69,0.4762183841101355
51.82,3.69,0.4762183841101355
51.82,3.67,0.4762183841101355
51.82,3.66,0.4762183841101355
51.82,3.68,0.4762183841101355
51.83,3.68,0.4762183841101355
51.83,3.68,0.4762183841101355
51.83,3.68,0.4762183841101355
51.83,3.68,0.4762183841101355
51.84,3.9,0.45300738150922554
51.84,3.9,0.45300738150922554
51.84,3.9,0.45300738150922554
51.84,3.9,0.45300738150922554
51.84,3.7,0.22805195139761922
51.84,3.71,0.22805195139761922
51.84,3.72,0.22805195139761922
51.84,3.72,0.22805195139761922
51.84,3.72,0.22805195139761922
51.84,3.72,0.22805195139761922
51.84,3.73,0.2064337940451061
51.84,3.73,0.2064337940451061
51.84,3.73,0.2064337940451061
51.84,3.73,0.2064337940451061
51.85,3.73,0.2064337940451061
51.85,3.73,0.2064337940451061
51.85,3.73,0.2064337940451061
51.85,3.73,0.2064337940451061
51.85,3.89,0.45300738150922554
51.85,3.74,0.2064337940451061
51.85,3.74,0.2064337940451061
51.85,3.74,0.2064337940451061
51.85,3.74,0.2064337940451061
51.85,3.71,0.22805195139761922
51.85,3.72,0.22805195139761922
51.85,3.72,0.22805195139761922
51.85,3.72,0.22805195139761922
51.85,3.72,0.22805195139761922
51.86,3.74,0.2064337940451061
51.86,3.74,0.2064337940451061
51.86,3.74,0.2064337940451061
51.86,3.74,0.2064337940451061
51.86,3.75,0.2064337940451061
51.86,3.75,0.2064337940451061
51.86,3.75,0.2064337940451061
51.86,3.75,0.2064337940451061
51.87,3.77,0.2064337940451061
51.87,3.93,0.45300738150922554
51.87,3.76,0.2064337940451061
51.87,3.75,0.2064337940451061
51.88,3.92,0.45300738150922554
51.88,3.82,0.2064337940451061
51.88,3.82,0.2064337940451061
51.88,3.82,0.2064337940451061
51.88,3.82,0.2064337940451061
51.88,3.81,0.2064337940451061
51.88,3.81,0.2064337940451061
51.88,3.81,0.2064337940451061
51.88,3.81,0.2064337940451061
51.88,3.8,0.2064337940451061
51.88,3.8,0.2064337940451061
51.88,3.8,0.2064337940451061
51.88,3.8,0.2064337940451061
51.88,3.75,0.2064337940451061
51.88,3.77,0.2064337940451061
51.89,3.84,0.45300738150922554
51.89,3.84,0.45300738150922554
51.89,3.84,0.45300738150922554
51.89,3.84,0.45300738150922554
51.89,3.78,0.2064337940451061
51.89,3.77,0.2064337940451061
51.89,3.94,0.45300738150922554
51.89,3.83,0.2064337940451061
51.89,3.83,0.2064337940451061
51.89,3.83,0.2064337940451061
51.89,3.83,0.2064337940451061
51.89,3.8,0.2064337940451061
51.89,3.8,0.2064337940451061
51.89,3.8,0.2064337940451061
51.89,3.8,0.2064337940451061
51.89,3.81,0.2064337940451061
57.01,7.83,0.34186372035416585
51.9,3.87,0.45300738150922554
51.9,3.87,0.45300738150922554
51.9,3.87,0.45300738150922554
51.9,3.87,0.45300738150922554
51.9,3.86,0.45300738150922554
51.9,3.84,0.45300738150922554
51.9,3.84,0.45300738150922554
51.9,3.84,0.45300738150922554
51.9,3.84,0.45300738150922554
51.9,3.82,0.2064337940451061
51.9,3.82,0.2064337940451061
51.9,3.82,0.2064337940451061
51.9,3.82,0.2064337940451061
51.9,3.83,0.2064337940451061
51.9,3.83,0.2064337940451061
51.9,3.83,0.2064337940451061
51.9,3.83,0.2064337940451061
51.9,3.85,0.45300738150922554
51.9,3.85,0.45300738150922554
51.9,3.85,0.45300738150922554
51.9,3.85,0.45300738150922554
51.91,3.91,0.6990279594980273
51.91,3.87,0.6990279594980273
51.91,3.89,0.6990279594980273
51.91,3.89,0.6990279594980273
51.91,3.89,0.6990279594980273
51.91,3.89,0.6990279594980273
57.03,7.87,0.3527265038039376
57.04,7.93,0.4492555799319986
57.05,7.91,0.4492555799319986
57.05,7.94,0.4492555799319986
57.05,7.93,0.4492555799319986
57.05,7.83,0.6599925308246519
57.05,7.89,0.4492555799319986
57.05,7.9,0.4492555799319986
57.06,7.94,0.4492555799319986
57.06,7.88,0.4492555799319986
57.06,7.96,0.3210612279495275
57.06,7.92,0.4492555799319986
57.06,7.84,0.4492555799319986
57.06,7.95,0.3210612279495275
57.07,7.92,0.4492555799319986
57.07,7.91,0.4492555799319986
57.07,7.94,0.4492555799319986
57.07,7.96,0.3210612279495275
57.07,7.88,0.4492555799319986
57.07,7.9,0.4492555799319986
57.15,7.98,2.4907317947240606
54.77,6.3,0.2854666103284274
54.8,6.24,0.2837424238786952
54.81,6.2,0.2837424238786952
54.82,6.33,0.2854666103284274
54.82,6.28,0.2854666103284274
54.82,6.24,0.2837424238786952
54.82,6.31,0.2854666103284274
54.82,6.16,0.9089123476176034
54.83,6.2,0.2837424238786952
54.84,6.3,0.4525424456741838
53.32,4.87,0.3090514982890536
53.32,4.87,0.3090514982890536
53.32,4.87,0.3090514982890536
53.32,4.87,0.3090514982890536
53.32,4.86,0.3090514982890536
53.35,4.84,0.3090514982890536
53.35,4.84,0.3090514982890536
53.36,4.84,0.3090514982890536
53.36,4.84,0.3090514982890536
53.36,4.84,0.3090514982890536
53.36,4.84,0.3090514982890536
53.38,4.88,0.4287683933333124
53.38,4.88,0.4287683933333124
53.38,4.88,0.4287683933333124
53.38,4.88,0.4287683933333124
53.38,4.88,0.4287683933333124
53.38,4.88,0.4287683933333124
53.38,4.87,0.4287683933333124
53.38,4.87,0.4287683933333124
53.38,4.87,0.4287683933333124
53.38,4.87,0.4287683933333124
53.38,4.87,0.4287683933333124
53.38,4.87,0.4287683933333124
53.38,4.87,0.4287683933333124
53.38,4.87,0.4287683933333124
53.38,4.87,0.4287683933333124
53.39,4.88,0.4287683933333124
53.39,4.88,0.4287683933333124
53.39,4.88,0.4287683933333124
53.39,4.88,0.4287683933333124
53.39,4.88,0.4287683933333124
53.39,4.88,0.4287683933333124
53.39,4.88,0.4287683933333124
53.39,4.88,0.4287683933333124
53.4,4.9,0.4287683933333124
53.4,4.9,0.4287683933333124
53.4,4.9,0.4287683933333124
53.4,4.9,0.4287683933333124
53.4,4.92,0.4287683933333124
53.41,4.93,0.4287683933333124
53.41,4.94,0.4287683933333124
53.41,4.94,0.4287683933333124
53.41,4.94,0.4287683933333124
53.41,4.94,0.4287683933333124
53.41,4.91,0.4287683933333124
53.51,6.05,0.6944172505964693
53.51,6.05,0.6944172505964693
53.51,6.05,0.6944172505964693
53.51,6.05,0.6944172505964693
53.52,6.24,0.6573363331417607
53.52,6.24,0.6573363331417607
53.52,6.24,0.6573363331417607
53.52,6.24,0.6573363331417607
53.52,6.09,0.6869444364470874
53.52,6.09,0.6869444364470874
53.52,6.09,0.6869444364470874
53.52,6.09,0.6869444364470874
53.52,6.2,0.6573363331417607
53.52,6.2,0.6573363331417607
53.52,6.2,0.6573363331417607
53.52,6.2,0.6573363331417607
53.52,6.15,0.6869444364470874
53.52,6.15,0.6869444364470874
53.52,6.15,0.6869444364470874
53.52,6.15,0.6869444364470874
53.52,6.25,0.6573363331417607
53.52,6.25,0.6573363331417607
53.52,6.25,0.6573363331417607
53.52,6.25,0.6573363331417607
53.52,6.19,0.6573363331417607
53.52,6.19,0.6573363331417607
53.52,6.19,0.6573363331417607
53.52,6.19,0.6573363331417607
53.52,6.22,0.6573363331417607
53.52,6.22,0.6573363331417607
53.52,6.22,0.6573363331417607
53.52,6.22,0.6573363331417607
53.52,5.98,0.6944172505964693
53.52,5.98,0.6944172505964693
53.52,5.98,0.6944172505964693
53.52,5.98,0.6944172505964693
53.52,6.14,0.6869444364470874
53.52,6.14,0.6869444364470874
53.52,6.14,0.6869444364470874
53.52,6.14,0.6869444364470874
53.52,6.17,0.6573363331417607
53.52,6.17,0.6573363331417607
53.52,6.17,0.6573363331417607
53.52,6.17,0.6573363331417607
53.52,6.01,0.6944172505964693
53.52,6.01,0.6944172505964693
53.52,6.01,0.6944172505964693
53.52,6.01,0.6944172505964693
53.52,6.18,0.6573363331417607
53.52,6.18,0.6573363331417607
53.52,6.18,0.6573363331417607
53.52,6.18,0.6573363331417607
53.52,6.1,0.6869444364470874
53.52,6.1,0.6869444364470874
53.52,6.1,0.6869444364470874
53.52,6.1,0.6869444364470874
53.52,6.12,0.6869444364470874
53.52,6.12,0.6869444364470874
53.52,6.12,0.6869444364470874
53.52,6.12,0.6869444364470874
53.52,5.96,0.6944172505964693
53.52,5.96,0.6944172505964693
53.52,5.96,0.6944172505964693
53.52,5.96,0.6944172505964693
53.52,6.13,0.6869444364470874
53.52,6.13,0.6869444364470874
53.52,6.13,0.6869444364470874
53.52,6.13,0.6869444364470874
53.52,6.23,0.6573363331417607
53.52,6.23,0.6573363331417607
53.52,6.23,0.6573363331417607
53.52,6.23,0.6573363331417607
53.52,6.11,0.6869444364470874
53.52,6.11,0.6869444364470874
53.52,6.11,0.6869444364470874
53.52,6.11,0.6869444364470874
53.52,6.26,0.6573363331417607
53.52,6.26,0.6573363331417607
53.52,6.26,0.6573363331417607
53.52,6.26,0.6573363331417607
53.52,6.03,0.6944172505964693
53.52,6.03,0.6944172505964693
53.52,6.03,0.6944172505964693
53.52,6.03,0.6944172505964693
53.52,5.97,0.6944172505964693
53.52,5.97,0.6944172505964693
53.52,5.97,0.6944172505964693
53.52,5.97,0.6944172505964693
53.53,6.03,0.6944172505964693
53.53,6.03,0.6944172505964693
53.53,6.03,0.6944172505964693
53.53,6.03,0.6944172505964693
53.53,6.0,0.6944172505964693
53.53,6.0,0.6944172505964693
53.53,6.0,0.6944172505964693
53.53,6.0,0.6944172505964693
53.53,6.28,0.4487580588855995
53.53,6.28,0.4487580588855995
53.53,6.28,0.4487580588855995
53.53,6.28,0.4487580588855995
53.53,6.08,0.6869444364470874
53.53,6.08,0.6869444364470874
53.53,6.08,0.6869444364470874
53.53,6.08,0.6869444364470874
53.53,6.34,0.4487580588855995
53.53,6.34,0.4487580588855995
53.53,6.34,0.4487580588855995
53.53,6.34,0.4487580588855995
53.53,6.31,0.4487580588855995
53.53,6.31,0.4487580588855995
53.53,6.31,0.4487580588855995
53.53,6.31,0.4487580588855995
53.53,6.35,0.4487580588855995
53.53,6.35,0.4487580588855995
53.53,6.35,0.4487580588855995
53.53,6.35,0.4487580588855995
53.53,6.01,0.6944172505964693
53.53,6.01,0.6944172505964693
53.53,6.01,0.6944172505964693
53.53,6.01,0.6944172505964693
53.53,6.39,0.47365664118732675
53.53,6.32,0.4487580588855995
53.53,6.32,0.4487580588855995
53.53,6.32,0.4487580588855995
53.53,6.32,0.4487580588855995
53.53,6.07,0.6869444364470874
53.53,6.07,0.6869444364470874
53.53,6.07,0.6869444364470874
53.53,6.07,0.6869444364470874
53.53,5.99,0.6944172505964693
53.53,5.99,0.6944172505964693
53.53,5.99,0.6944172505964693
53.53,5.99,0.6944172505964693
53.53,6.36,0.4487580588855995
53.53,6.36,0.4487580588855995
53.53,6.36,0.4487580588855995
53.53,6.36,0.4487580588855995
53.53,6.06,0.6869444364470874
53.53,6.06,0.6869444364470874
53.53,6.06,0.6869444364470874
53.53,6.06,0.6869444364470874
53.53,6.4,0.47365664118732675
53.53,6.33,0.4487580588855995
53.53,6.33,0.4487580588855995
53.53,6.33,0.4487580588855995
53.53,6.33,0.4487580588855995
53.53,6.37,0.4487580588855995
53.53,6.37,0.4487580588855995
53.53,6.37,0.4487580588855995
53.53,6.37,0.4487580588855995
53.53,6.02,0.6944172505964693
53.53,6.02,0.6944172505964693
53.53,6.02,0.6944172505964693
53.53,6.02,0.6944172505964693
53.54,6.31,0.4487580588855995
53.54,6.31,0.4487580588855995
53.54,6.31,0.4487580588855995
53.54,6.31,0.4487580588855995
53.54,6.04,0.6944172505964693
53.54,6.04,0.6944172505964693
53.54,6.04,0.6944172505964693
53.54,6.04,0.6944172505964693
53.54,6.3,0.4487580588855995
53.54,6.3,0.4487580588855995
53.54,6.3,0.4487580588855995
53.54,6.3,0.4487580588855995
53.54,6.29,0.4487580588855995
53.54,6.06,0.6869444364470874
53.54,6.06,0.6869444364470874
53.54,6.06,0.6869444364470874
53.54,6.06,0.6869444364470874
53.54,6.36,0.4487580588855995
53.54,6.36,0.4487580588855995
53.54,6.36,0.4487580588855995
53.54,6.36,0.4487580588855995
53.54,6.39,0.47365664118732675
53.54,6.39,0.47365664118732675
53.54,6.39,0.47365664118732675
53.54,6.39,0.47365664118732675
53.54,6.37,0.4487580588855995
53.54,6.37,0.4487580588855995
53.54,6.37,0.4487580588855995
53.54,6.37,0.4487580588855995
53.54,6.07,0.6869444364470874
53.54,6.07,0.6869444364470874
53.54,6.07,0.6869444364470874
53.54,6.07,0.6869444364470874
53.54,6.38,0.4487580588855995
53.54,6.38,0.4487580588855995
53.54,6.38,0.4487580588855995
53.54,6.38,0.4487580588855995
53.55,6.31,0.4487580588855995
53.55,6.33,0.4487580588855995
53.55,6.33,0.4487580588855995
53.55,6.33,0.4487580588855995
53.55,6.33,0.4487580588855995
53.56,6.48,0.47365664118732675
53.56,6.29,0.4487580588855995
53.56,6.29,0.4487580588855995
53.56,6.29,0.4487580588855995
53.56,6.29,0.4487580588855995
53.56,6.47,0.47365664118732675
53.56,6.28,0.4487580588855995
53.56,6.28,0.4487580588855995
53.56,6.28,0.4487580588855995
53.56,6.28,0.4487580588855995
53.56,6.27,0.6573363331417607
53.56,6.27,0.6573363331417607
53.56,6.27,0.6573363331417607
53.56,6.27,0.6573363331417607
53.56,6.5,0.8099100305811632
53.56,6.26,0.6573363331417607
53.56,6.26,0.6573363331417607
53.56,6.26,0.6573363331417607
53.56,6.26,0.6573363331417607
53.56,6.36,0.4487580588855995
53.56,6.36,0.4487580588855995
53.56,6.36,0.4487580588855995
53.56,6.36,0.4487580588855995
53.56,6.35,0.4487580588855995
53.56,6.35,0.4487580588855995
53.56,6.35,0.4487580588855995
53.56,6.35,0.4487580588855995
53.56,6.38,0.4487580588855995
53.56,6.38,0.4487580588855995
53.56,6.38,0.4487580588855995
53.56,6.38,0.4487580588855995
53.56,6.24,0.6573363331417607
53.56,6.24,0.6573363331417607
53.56,6.24,0.6573363331417607
53.56,6.24,0.6573363331417607
53.56,6.25,0.6573363331417607
53.56,6.25,0.6573363331417607
53.56,6.25,0.6573363331417607
53.56,6.25,0.6573363331417607
53.56,6.4,0.47365664118732675
53.56,6.4,0.47365664118732675
53.56,6.4,0.47365664118732675
53.56,6.4,0.47365664118732675
53.56,6.49,0.47365664118732675
53.57,6.44,0.3478460681386345
53.57,6.35,0.3229642941839688
53.57,6.33,0.3229642941839688
53.57,6.48,0.3478460681386345
53.57,6.27,0.23214854444990898
53.57,6.27,0.23214854444990898
53.57,6.27,0.23214854444990898
53.57,6.27,0.23214854444990898
53.57,6.46,0.3478460681386345
53.57,6.26,0.23214854444990898
53.57,6.26,0.23214854444990898
53.57,6.26,0.23214854444990898
53.57,6.26,0.23214854444990898
53.57,6.42,0.3478460681386345
53.57,6.38,0.3229642941839688
53.57,6.29,0.3229642941839688
53.57,6.29,0.3229642941839688
53.57,6.29,0.3229642941839688
53.57,6.29,0.3229642941839688
53.57,6.43,0.3478460681386345
53.57,6.47,0.3478460681386345
53.57,6.3,0.3229642941839688
53.57,6.28,0.3229642941839688
53.57,6.28,0.3229642941839688
53.57,6.28,0.3229642941839688
53.57,6.28,0.3229642941839688
53.57,6.37,0.3229642941839688
53.57,6.31,0.3229642941839688
53.57,6.34,0.3229642941839688
53.57,6.45,0.3478460681386345
53.57,6.32,0.3229642941839688
53.57,6.4,0.3478460681386345
53.58,6.34,0.3229642941839688
51.11,2.6,0.29577260529420235
51.11,2.56,0.29577260529420235
51.11,2.58,0.29577260529420235
51.11,2.54,0.29577260529420235
51.11,2.54,0.29577260529420235
51.11,2.59,0.29577260529420235
51.12,2.59,0.29577260529420235
51.12,2.5,0.29577260529420235
51.12,2.5,0.29577260529420235
51.13,2.61,0.29577260529420235
51.13,2.57,0.29577260529420235
51.13,2.56,0.29577260529420235
51.15,2.61,0.29577260529420235
51.16,2.58,0.29577260529420235
51.16,2.61,0.29577260529420235
51.16,2.59,0.29577260529420235
51.17,2.76,0.445484026723563
51.17,2.77,0.445484026723563
51.17,2.74,0.445484026723563
51.17,2.7,0.20420733247094308
51.17,2.73,0.445484026723563
51.17,2.71,0.20420733247094308
51.17,2.75,0.445484026723563
51.17,2.68,0.20420733247094308
51.17,2.72,0.20420733247094308
51.18,2.77,0.445484026723563
51.18,2.76,0.445484026723563
51.18,2.74,0.445484026723563
51.18,2.75,0.445484026723563
51.19,2.79,0.445484026723563
51.19,2.73,0.445484026723563
51.19,2.72,0.20420733247094308
51.19,2.74,0.445484026723563
51.19,2.78,0.445484026723563
51.19,2.71,0.20420733247094308
51.19,2.77,0.445484026723563
51.19,2.8,0.445484026723563
53.76,7.38,0.48826933045274695
53.76,7.39,0.47358373998993597
53.76,7.51,1.3799017112780632
53.76,7.48,0.47358373998993597
53.76,7.42,0.47358373998993597
53.76,7.56,1.3799017112780632
53.76,7.53,1.3799017112780632
53.76,7.49,0.47358373998993597
53.76,7.47,0.47358373998993597
53.77,7.44,0.3705497729291528
53.77,7.41,0.3705497729291528
53.77,7.4,0.3705497729291528
53.77,7.45,0.3705497729291528
53.77,7.43,0.3705497729291528
53.77,7.48,0.3705497729291528
53.77,7.46,0.3705497729291528
53.77,7.47,0.3705497729291528
53.77,7.42,0.3705497729291528
54.06,4.08,7.2877308002615075
53.61,4.49,3.7131774648647196
53.62,4.55,1.4721331791910963
53.64,4.72,1.81515311715296
53.65,4.72,1.81515311715296
53.66,4.83,3.794954670226823
53.71,7.51,1.3799017112780632
53.71,7.08,0.24929777271746498
