51.002;1.999;safe;
51.052;2.37;safe;
51.052;2.37;safe;
51.002;1.999;safe;
51.052;2.37;safe;
51.002;1.999;safe;
51.002;1.999;safe;
51.052;2.37;safe;
51.052;2.37;safe;
51.002;1.999;safe;
51.052;2.37;safe;
51.002;1.999;safe;
51.052;2.37;safe;
51.002;1.999;safe;
51.052;2.37;safe;
51.052;2.29;safe;
51.052;2.29;safe;
51.052;2.37;safe;
51.052;2.37;safe;
51.052;2.29;safe;
51.052;2.37;safe;
51.052;2.29;safe;
