,date,lat_bin,lon_bin,Element,Element_value,Element_dis,Element_greater_than_max
137932,2015-02-16,5126,223,lead,840.0,12.748332455406121,0.0
137933,2015-02-16,5126,221,lead,840.0,12.88113060098342,0.0
137934,2015-02-16,5126,225,lead,840.0,12.65902642951323,0.0
137935,2015-02-16,5126,218,lead,840.0,13.158877543397656,0.0
137936,2015-02-16,5126,224,lead,840.0,12.698175100834131,0.0
137937,2015-02-16,5126,220,lead,840.0,12.963438631806634,0.0
137938,2015-02-16,5126,222,lead,840.0,12.809369173612218,0.0
137939,2015-02-16,5126,226,lead,840.0,12.63098880400578,0.0
137940,2015-02-16,5127,226,lead,840.0,13.23036966993728,0.0
137941,2015-02-16,5127,236,lead,1210.0,13.214285106555174,0.0
137942,2015-02-16,5127,237,lead,1210.0,13.208919232895521,0.0
137943,2015-02-16,5127,221,lead,840.0,13.469333391808588,0.0
137944,2015-02-16,5127,224,lead,840.0,13.29451332194588,0.0
137945,2015-02-16,5127,228,lead,840.0,13.208919232895521,0.0
137946,2015-02-16,5127,218,lead,840.0,13.735133881982328,0.0
137947,2015-02-16,5127,225,lead,840.0,13.257133908614113,0.0
137948,2015-02-16,5127,227,lead,840.0,13.214285106555174,0.0
137949,2015-02-16,5128,225,lead,840.0,13.85544016293359,0.0
137950,2015-02-16,5128,223,lead,840.0,13.937046531407082,0.0
137951,2015-02-16,5128,237,lead,1210.0,13.809324652572547,0.0
137952,2015-02-16,5128,224,lead,840.0,13.891201939825237,0.0
137953,2015-02-16,5128,226,lead,840.0,13.829839419307868,0.0
137954,2015-02-16,5129,225,lead,840.0,14.453920508161639,0.0
137955,2015-02-16,5129,228,lead,840.0,14.4097300722493,0.0
137956,2015-02-16,5129,237,lead,1210.0,14.4097300722493,0.0
137957,2015-02-16,5129,226,lead,840.0,14.429386974118483,0.0
137958,2015-02-16,5130,237,lead,1210.0,15.010135491926004,0.0
137959,2015-02-16,5136,241,lead,1210.0,18.673290676412577,0.0
137960,2015-02-16,5137,242,lead,1210.0,19.304798053354734,0.0
137961,2015-02-16,5138,243,lead,1210.0,19.94146377851765,0.0
137962,2015-02-16,5139,245,lead,1210.0,20.63426884272678,0.0
137963,2015-02-16,5102,182,total mercury,97.0,6.53332054850239,1.0
137964,2015-02-16,5106,198,total mercury,97.0,3.6221684122521585,1.0
137965,2015-02-16,5106,218,lead,840.0,3.821453509011777,0.0
137966,2015-02-16,5106,219,lead,840.0,3.4492511375581607,0.0
137967,2015-02-16,5106,199,total mercury,97.0,3.6024325180622263,1.0
137968,2015-02-16,5106,221,lead,840.0,2.709163549651792,0.0
137969,2015-02-16,5106,200,total mercury,97.0,3.62216841225216,1.0
137970,2015-02-16,5106,220,lead,840.0,3.078314495653247,0.0
137971,2015-02-16,5106,201,total mercury,97.0,3.6807412137590654,1.0
137972,2015-02-16,5107,201,total mercury,97.0,4.270135759805981,1.0
137973,2015-02-16,5107,200,total mercury,97.0,4.219763014747171,1.0
137974,2015-02-16,5107,202,total mercury,97.0,4.3527951069019,1.0
137975,2015-02-16,5107,203,total mercury,97.0,4.465948655547392,1.0
137976,2015-02-16,5107,204,total mercury,97.0,4.607350197537151,1.0
137977,2015-02-16,5107,199,total mercury,97.0,4.202837937739614,1.0
137978,2015-02-16,5108,202,total mercury,97.0,4.934961816268946,1.0
137979,2015-02-16,5108,204,total mercury,97.0,5.160833851706625,1.0
137980,2015-02-16,5108,228,lead,840.0,1.801216259030914,0.0
137981,2015-02-16,5109,230,lead,840.0,2.5173673512350137,0.0
137982,2015-02-16,5109,229,lead,840.0,2.4310747852860906,0.0
137983,2015-02-16,5109,228,lead,840.0,2.4016216787083344,0.0
137984,2015-02-16,5109,231,lead,840.0,2.654962897669648,0.0
137985,2015-02-16,5110,231,lead,840.0,3.208259816036943,0.0
137986,2015-02-16,5110,232,lead,840.0,3.359922777530383,0.0
137987,2015-02-16,5110,201,total mercury,97.0,6.051322989796762,1.0
137988,2015-02-16,5110,228,lead,840.0,3.0020270983851263,0.0
137989,2015-02-16,5110,230,lead,840.0,3.09538290084047,0.0
137990,2015-02-16,5110,229,lead,840.0,3.0256361068277275,0.0
137991,2015-02-16,5111,202,total mercury,97.0,6.700802686492427,1.0
137992,2015-02-16,5111,203,total mercury,97.0,6.774789035627997,1.0
137993,2015-02-16,5111,204,total mercury,97.0,6.868743424549647,1.0
137994,2015-02-16,5111,229,lead,840.0,3.622125953537015,0.0
137995,2015-02-16,5111,232,lead,840.0,3.9056295282900315,0.0
137996,2015-02-16,5111,231,lead,840.0,3.7759776768818676,0.0
137997,2015-02-16,5111,233,lead,1210.0,3.9056295282900315,0.0
137998,2015-02-16,5112,232,lead,840.0,4.4653976579030825,0.0
137999,2015-02-16,5112,204,total mercury,97.0,7.44782246622211,1.0
138000,2015-02-16,5112,203,total mercury,97.0,7.361281612056639,1.0
138001,2015-02-16,5112,205,total mercury,97.0,7.552248029135685,1.0
138002,2015-02-16,5112,202,total mercury,97.0,7.293262148594233,1.0
138003,2015-02-16,5112,233,lead,1210.0,4.4653976579030825,0.0
138004,2015-02-16,5113,233,lead,1210.0,5.0345390815671305,0.0
138005,2015-02-16,5113,224,lead,840.0,5.0345390815671305,0.0
138006,2015-02-16,5113,223,lead,840.0,5.1600888591770735,0.0
138007,2015-02-16,5113,208,total mercury,97.0,8.51199644291026,1.0
138008,2015-02-16,5113,234,lead,1210.0,4.93468135590312,0.0
138009,2015-02-16,5113,204,total mercury,97.0,8.030034620592044,1.0
138010,2015-02-16,5113,205,total mercury,97.0,8.126961789868147,1.0
138011,2015-02-16,5114,208,total mercury,97.0,9.065579289921482,1.0
138012,2015-02-16,5114,211,lead,840.0,8.383948193624212,0.0
138013,2015-02-16,5114,233,lead,1210.0,5.610201830068245,0.0
138014,2015-02-16,5114,236,lead,1210.0,5.416789098599206,0.0
138015,2015-02-16,5114,226,lead,840.0,5.4560201826651875,0.0
138016,2015-02-16,5114,209,lead,840.0,8.973729851163224,0.0
138017,2015-02-16,5114,237,lead,1210.0,5.4036487770930535,0.0
138018,2015-02-16,5114,210,lead,840.0,8.675656964743226,0.0
138019,2015-02-16,5114,227,lead,840.0,5.416789098599206,0.0
138020,2015-02-16,5114,207,total mercury,97.0,8.931124782363138,1.0
138021,2015-02-16,5114,228,lead,840.0,5.4036487770930535,0.0
138022,2015-02-16,5114,238,lead,1210.0,5.416789098599205,0.0
138023,2015-02-16,5114,225,lead,840.0,5.520785848333217,0.0
138024,2015-02-16,5115,234,lead,1210.0,6.1096682391061385,0.0
138025,2015-02-16,5115,237,lead,1210.0,6.00405419677038,0.0
138026,2015-02-16,5115,229,lead,840.0,6.0158806540111085,0.0
138027,2015-02-16,5115,210,lead,840.0,9.0612524235189,0.0
138028,2015-02-16,5115,238,lead,1210.0,6.0158806540111085,0.0
138029,2015-02-16,5115,228,lead,840.0,6.00405419677038,0.0
138030,2015-02-16,5115,226,lead,840.0,6.051221345920209,0.0
138031,2015-02-16,5115,211,lead,840.0,8.782422021859164,0.0
138032,2015-02-16,5115,208,total mercury,97.0,9.624777679547288,1.0
138033,2015-02-16,5115,227,lead,840.0,6.0158806540111085,0.0
138034,2015-02-16,5115,209,lead,840.0,9.346975983534264,0.0
138035,2015-02-16,5116,216,lead,840.0,8.005280503682387,0.0
138036,2015-02-16,5116,217,lead,840.0,7.798442202711325,0.0
138037,2015-02-16,5116,234,lead,1210.0,6.700596160838323,0.0
138038,2015-02-16,5116,238,lead,1210.0,6.615210448727955,0.0
138039,2015-02-16,5116,208,lead,840.0,10.023364416070155,0.0
138040,2015-02-16,5116,227,lead,840.0,6.6152104487279555,0.0
138041,2015-02-16,5116,210,lead,840.0,9.469241764478808,0.0
138042,2015-02-16,5116,211,lead,840.0,9.20283968819148,0.0
138043,2015-02-16,5116,229,lead,840.0,6.615210448727955,0.0
138044,2015-02-16,5116,233,lead,1210.0,6.774425884432209,0.0
138045,2015-02-16,5116,228,lead,840.0,6.604459616447109,0.0
138046,2015-02-16,5117,210,lead,840.0,9.896855869627691,0.0
138047,2015-02-16,5117,211,lead,840.0,9.64233128361265,0.0
138048,2015-02-16,5117,217,lead,840.0,8.312831540964124,0.0
138049,2015-02-16,5117,216,lead,840.0,8.5071308411596,0.0
138050,2015-02-16,5118,217,lead,840.0,8.838077203428119,0.0
138051,2015-02-16,5118,212,lead,840.0,9.863559937581579,0.0
138052,2015-02-16,5118,211,lead,840.0,10.098406772316556,0.0
138053,2015-02-16,5118,216,lead,840.0,9.02103138637307,0.0
138054,2015-02-16,5119,212,lead,840.0,10.344808855177533,0.0
138055,2015-02-16,5119,219,lead,840.0,9.064205484940446,0.0
138056,2015-02-16,5132,172,total mercury,97.0,21.737011335898146,1.0
138057,2015-02-16,5132,173,total mercury,97.0,21.563469259291455,1.0
138058,2015-02-16,5133,173,total mercury,97.0,22.099637441794158,1.0
138059,2015-02-16,5133,176,total mercury,97.0,21.62305542625109,1.0
138060,2015-02-16,5134,159,total mercury,97.0,25.366813522607163,1.0
138061,2015-02-16,5140,164,total mercury,97.0,27.389036206065295,1.0
138062,2015-02-16,5140,166,total mercury,97.0,27.035357362019,1.0
138063,2015-02-16,5140,163,total mercury,97.0,27.57187487853521,1.0
138064,2015-02-16,5141,166,total mercury,97.0,27.569481866267054,1.0
138065,2015-02-16,5141,165,total mercury,97.0,27.740892292641846,1.0
138066,2015-02-16,5141,162,total mercury,97.0,28.278922643055555,1.0
138067,2015-02-16,5141,161,total mercury,97.0,28.46594920581405,1.0
138068,2015-02-16,5141,164,total mercury,97.0,27.91631935204542,1.0
138069,2015-02-16,5397,543,zinc,43500.0,139.9342076660469,1.0
138070,2015-02-16,5142,165,total mercury,97.0,28.274401644240413,1.0
138071,2015-02-16,5142,162,total mercury,97.0,28.8023535352017,1.0
138072,2015-02-16,5398,538,,,,
138073,2015-02-16,5143,100,total mercury,97.0,45.3078341448073,1.0
138074,2015-02-16,5143,99,total mercury,97.0,45.617388062407436,1.0
138075,2015-02-16,5399,546,zinc,43500.0,138.33723211089364,1.0
138076,2015-02-16,5399,542,zinc,43500.0,139.19566910883475,1.0
138077,2015-02-16,5399,545,zinc,43500.0,138.55105088102317,1.0
138078,2015-02-16,5399,507,zinc,43500.0,147.0462374190034,1.0
138079,2015-02-16,5144,99,total mercury,97.0,45.95649534808638,1.0
138080,2015-02-16,5144,163,total mercury,97.0,29.684535653661786,1.0
138081,2015-02-16,5144,100,total mercury,97.0,45.64930836702044,1.0
138082,2015-02-16,5144,101,total mercury,97.0,45.343158715024586,1.0
138083,2015-02-16,5400,550,zinc,43500.0,137.00694683911024,1.0
138084,2015-02-16,5400,507,zinc,43500.0,146.5949711884122,1.0
138085,2015-02-16,5401,548,zinc,43500.0,136.95421307327013,1.0
138086,2015-02-16,5401,552,zinc,43500.0,136.10304936052276,1.0
138087,2015-02-16,5146,161,total mercury,97.0,31.094997797773104,1.0
138088,2015-02-16,5402,554,zinc,43500.0,135.19950227592886,1.0
138089,2015-02-16,5402,550,zinc,43500.0,136.04911516257965,1.0
138090,2015-02-16,5402,553,zinc,43500.0,135.41108715858516,1.0
138091,2015-02-16,5147,160,total mercury,97.0,31.800330955894403,1.0
138092,2015-02-16,5147,159,total mercury,97.0,31.975384469402158,1.0
138093,2015-02-16,5147,158,total mercury,97.0,32.15388015839906,1.0
138094,2015-02-16,5147,161,total mercury,97.0,31.628776774678194,1.0
138095,2015-02-16,5403,508,zinc,43500.0,145.0127331058968,1.0
138096,2015-02-16,5403,556,zinc,43500.0,134.29631014157385,1.0
138097,2015-02-16,5148,160,total mercury,97.0,32.3335780622647,1.0
138098,2015-02-16,5404,552,zinc,43500.0,134.66645934373275,1.0
138099,2015-02-16,5405,508,zinc,43500.0,144.11867378731193,1.0
138100,2015-02-16,5405,559,zinc,43500.0,132.70137993157783,1.0
138101,2015-02-16,5407,561,zinc,43500.0,131.31750113259284,1.0
138102,2015-02-16,5409,560,zinc,43500.0,130.5704243558138,1.0
138103,2015-02-16,5416,552,zinc,43500.0,129.0115947868943,1.0
138104,2015-02-16,5422,512,zinc,43500.0,135.72111895209642,1.0
138105,2015-02-16,5423,512,zinc,43500.0,135.29365077528163,1.0
138106,2015-02-16,5170,179,total mercury,97.0,42.69224361896862,1.0
138107,2015-02-16,5171,110,total mercury,97.0,54.13600299660581,1.0
138108,2015-02-16,5171,179,total mercury,97.0,43.283298109831065,1.0
138109,2015-02-16,5171,180,total mercury,97.0,43.21991918820985,1.0
138110,2015-02-16,5171,111,total mercury,97.0,53.90570811381099,1.0
138111,2015-02-16,5172,180,total mercury,97.0,43.81209678851681,1.0
138112,2015-02-16,5172,107,total mercury,97.0,55.30212805922784,1.0
138113,2015-02-16,5172,179,total mercury,97.0,43.874606522267946,1.0
138114,2015-02-16,5172,113,total mercury,97.0,53.92797362621997,1.0
138115,2015-02-16,5172,114,total mercury,97.0,53.70468865658071,1.0
138116,2015-02-16,5172,108,total mercury,97.0,55.06910374778342,1.0
138117,2015-02-16,5172,110,total mercury,97.0,54.60779281618666,1.0
138118,2015-02-16,5172,109,total mercury,97.0,54.837652000111326,1.0
138119,2015-02-16,5172,111,total mercury,97.0,54.37954639533549,1.0
138120,2015-02-16,5173,114,total mercury,97.0,54.18708621601259,1.0
138121,2015-02-16,5173,181,total mercury,97.0,44.34591493898578,1.0
138122,2015-02-16,5173,115,total mercury,97.0,53.96752602241823,1.0
138123,2015-02-16,5173,116,total mercury,97.0,53.749683052223475,1.0
138124,2015-02-16,5173,180,total mercury,97.0,44.404495354260554,1.0
138125,2015-02-16,5174,181,total mercury,97.0,44.93931099978034,1.0
138126,2015-02-16,5174,117,total mercury,97.0,54.02432051291008,1.0
138127,2015-02-16,5174,180,total mercury,97.0,44.99710615824075,1.0
138128,2015-02-16,5175,182,lead,840.0,45.423122411504146,0.0
138129,2015-02-16,5175,118,total mercury,97.0,54.306887705817665,1.0
138130,2015-02-16,5175,181,total mercury,97.0,45.53289082510258,1.0
138131,2015-02-16,5175,119,total mercury,97.0,54.098295979540254,1.0
138132,2015-02-16,5176,118,total mercury,97.0,54.80390693594484,1.0
138133,2015-02-16,5176,182,lead,840.0,45.97850749204014,0.0
138134,2015-02-16,5176,119,total mercury,97.0,54.59725982475917,1.0
138135,2015-02-16,5177,123,total mercury,97.0,54.29746547613943,1.0
138136,2015-02-16,5177,183,lead,840.0,46.3976892839192,0.0
138137,2015-02-16,5177,121,total mercury,97.0,54.694188826988416,1.0
138138,2015-02-16,5177,125,total mercury,97.0,53.90823951792542,1.0
138139,2015-02-16,5177,120,total mercury,97.0,54.895311339014114,1.0
138140,2015-02-16,5178,202,lead,840.0,44.89781564681442,0.0
138141,2015-02-16,5178,123,total mercury,97.0,54.80794796680521,1.0
138142,2015-02-16,5178,126,total mercury,97.0,54.232568276665795,1.0
138143,2015-02-16,5178,183,lead,840.0,46.95693159795191,0.0
138144,2015-02-16,5434,578,zinc,43500.0,114.87166124874433,1.0
138145,2015-02-16,5179,183,lead,840.0,47.517178438744395,0.0
138146,2015-02-16,5179,128,total mercury,97.0,54.38003922816167,1.0
138147,2015-02-16,5179,202,lead,840.0,45.483892235500214,0.0
138148,2015-02-16,5179,127,total mercury,97.0,54.56423141839621,1.0
138149,2015-02-16,5179,125,total mercury,97.0,54.93842597905664,1.0
138150,2015-02-16,5180,203,lead,840.0,45.99270161145642,0.0
138151,2015-02-16,5180,182,lead,840.0,48.210841412229065,0.0
138152,2015-02-16,5180,130,total mercury,97.0,54.544174890378855,1.0
138153,2015-02-16,5180,183,lead,840.0,48.07839468972985,0.0
138154,2015-02-16,5180,128,total mercury,97.0,54.90309434599482,1.0
138155,2015-02-16,5180,126,total mercury,97.0,55.26983672746998,1.0
138156,2015-02-16,5180,129,total mercury,97.0,54.722647051574086,1.0
138157,2015-02-16,5180,131,total mercury,97.0,54.367697316985115,1.0
138158,2015-02-16,5180,127,total mercury,97.0,55.08549736007028,1.0
138159,2015-02-16,5181,133,total mercury,97.0,54.55410667262983,1.0
138160,2015-02-16,5181,201,lead,840.0,46.73665207379816,0.0
138161,2015-02-16,5181,132,total mercury,97.0,54.72481856769524,1.0
138162,2015-02-16,5181,135,total mercury,97.0,54.218831565387674,1.0
138163,2015-02-16,5181,129,total mercury,97.0,55.24902291397893,1.0
138164,2015-02-16,5181,182,lead,840.0,48.77143802810933,0.0
138165,2015-02-16,5181,203,lead,840.0,46.58049728361708,0.0
138166,2015-02-16,5181,134,total mercury,97.0,54.38543798129793,1.0
138167,2015-02-16,5437,522,,,,
138168,2015-02-16,5437,519,zinc,43500.0,127.66360420439966,1.0
138169,2015-02-16,5437,521,zinc,43500.0,127.15599017837778,1.0
138170,2015-02-16,5182,203,lead,840.0,47.1686105835783,0.0
138171,2015-02-16,5182,204,lead,840.0,47.09579306814719,0.0
138172,2015-02-16,5182,136,total mercury,97.0,54.593995184797315,1.0
138173,2015-02-16,5182,130,total mercury,97.0,55.601883586838134,1.0
138174,2015-02-16,5182,131,total mercury,97.0,55.428850349157074,1.0
138175,2015-02-16,5182,182,lead,840.0,49.332971451131,0.0
138176,2015-02-16,5182,183,lead,840.0,49.20360268005584,0.0
138177,2015-02-16,5182,137,total mercury,97.0,54.433216547338866,1.0
138178,2015-02-16,5182,135,total mercury,97.0,54.75686274586723,1.0
138179,2015-02-16,5438,515,zinc,43500.0,128.275239850495,1.0
138180,2015-02-16,5438,519,zinc,43500.0,127.25199500640227,1.0
138181,2015-02-16,5438,582,zinc,43500.0,112.12850047386323,1.0
138182,2015-02-16,5438,525,zinc,43500.0,125.72965310376658,1.0
138183,2015-02-16,5183,182,lead,840.0,49.895410052231824,0.0
138184,2015-02-16,5183,203,lead,840.0,47.75702977687289,0.0
138185,2015-02-16,5183,183,lead,840.0,49.767531667645954,0.0
138186,2015-02-16,5183,204,lead,840.0,47.68512673405031,0.0
138187,2015-02-16,5439,528,zinc,43500.0,124.5572301484332,1.0
138188,2015-02-16,5184,204,lead,840.0,48.27473324873527,0.0
138189,2015-02-16,5184,205,lead,840.0,48.20652289394524,0.0
138190,2015-02-16,5184,202,lead,840.0,48.41954190994508,0.0
138191,2015-02-16,5184,181,lead,840.0,50.587594706480154,0.0
138192,2015-02-16,5184,183,lead,840.0,50.332304411387824,0.0
138193,2015-02-16,5440,531,zinc,43500.0,123.38556212513399,1.0
138194,2015-02-16,5185,203,lead,840.0,48.93474169891808,0.0
138195,2015-02-16,5185,206,lead,840.0,48.73264052606424,0.0
138196,2015-02-16,5185,205,lead,840.0,48.79723185072567,0.0
138197,2015-02-16,5185,197,lead,840.0,49.41301240110417,0.0
138198,2015-02-16,5185,204,lead,840.0,48.86460273551894,0.0
138199,2015-02-16,5185,181,lead,840.0,51.15030461962848,0.0
138200,2015-02-16,5185,183,lead,840.0,50.89789282385045,0.0
138201,2015-02-16,5185,184,lead,840.0,50.77535203603874,0.0
138202,2015-02-16,5441,585,zinc,43500.0,110.07307429475588,1.0
138203,2015-02-16,5441,531,zinc,43500.0,122.9691849914273,1.0
138204,2015-02-16,5186,197,lead,840.0,49.99654352477258,0.0
138205,2015-02-16,5186,184,lead,840.0,51.343107879489615,0.0
138206,2015-02-16,5186,204,lead,840.0,49.45472578463079,0.0
138207,2015-02-16,5186,207,lead,840.0,49.2633264768849,0.0
138208,2015-02-16,5186,203,lead,840.0,49.52401365445499,0.0
138209,2015-02-16,5186,181,lead,840.0,51.71386230131322,0.0
138210,2015-02-16,5186,205,lead,840.0,49.388174646041456,0.0
138211,2015-02-16,5186,200,lead,840.0,49.74818103081033,0.0
138212,2015-02-16,5187,184,lead,840.0,51.91159838418336,0.0
138213,2015-02-16,5187,182,lead,840.0,52.15362983290337,0.0
138214,2015-02-16,5187,181,lead,840.0,52.27824033479264,0.0
138215,2015-02-16,5443,531,zinc,43500.0,122.1410247650527,1.0
138216,2015-02-16,5955,0,zinc,62333.333333333336,322.1546440230534,1.0
138217,2015-02-16,5955,2,zinc,62333.333333333336,321.6540608585614,1.0
138218,2015-02-16,5955,5,zinc,62333.333333333336,320.90407969912974,1.0
138219,2015-02-16,5188,197,lead,840.0,51.16477710140669,0.0
138220,2015-02-16,5188,205,lead,840.0,50.570728958884686,0.0
138221,2015-02-16,5188,185,lead,840.0,52.364714089969624,0.0
138222,2015-02-16,5188,184,lead,840.0,52.48079967579722,0.0
138223,2015-02-16,5188,182,lead,840.0,52.7201651448363,0.0
138224,2015-02-16,5188,201,lead,840.0,50.84661413687664,0.0
138225,2015-02-16,5188,198,lead,840.0,51.08131423128886,0.0
138226,2015-02-16,5188,176,lead,840.0,53.49462786584738,0.0
138227,2015-02-16,5188,200,lead,840.0,50.92222049477338,0.0
138228,2015-02-16,5956,11,zinc,62333.333333333336,319.752566911747,1.0
138229,2015-02-16,5956,13,zinc,62333.333333333336,319.25531580145145,1.0
138230,2015-02-16,5956,9,zinc,62333.333333333336,320.2503057756134,1.0
138231,2015-02-16,5956,7,zinc,62333.333333333336,320.74853007878346,1.0
138232,2015-02-16,5956,10,zinc,62333.333333333336,320.00137551940844,1.0
138233,2015-02-16,5189,185,lead,840.0,52.935878516905554,0.0
138234,2015-02-16,5189,199,lead,840.0,51.58703234957048,0.0
138235,2015-02-16,5189,184,lead,840.0,53.05068887541522,0.0
138236,2015-02-16,5189,182,lead,840.0,53.287442125362595,0.0
138237,2015-02-16,5189,177,lead,840.0,53.92018617338515,0.0
138238,2015-02-16,5189,201,lead,840.0,51.43497684421837,0.0
138239,2015-02-16,5445,532,zinc,43500.0,121.0639595218481,1.0
138240,2015-02-16,5957,13,zinc,62333.333333333336,319.60195627072613,1.0
138241,2015-02-16,5190,182,lead,840.0,53.85543733777133,0.0
138242,2015-02-16,5190,178,lead,840.0,54.35167670754593,0.0
138243,2015-02-16,5190,201,lead,840.0,52.02361471459689,0.0
138244,2015-02-16,5190,184,lead,840.0,53.62124404968195,0.0
138245,2015-02-16,5190,177,lead,840.0,54.48144714183914,0.0
138246,2015-02-16,5190,185,lead,840.0,53.507683139667826,0.0
138247,2015-02-16,5446,528,zinc,43500.0,121.6808868626778,1.0
138248,2015-02-16,5958,13,zinc,62333.333333333336,319.9493457217669,1.0
138249,2015-02-16,5191,182,lead,840.0,54.42412829467422,0.0
138250,2015-02-16,5191,179,lead,840.0,54.788957623508466,0.0
138251,2015-02-16,5191,199,lead,840.0,52.761114683748154,0.0
138252,2015-02-16,5191,185,lead,840.0,54.08010765133425,0.0
138253,2015-02-16,5191,201,lead,840.0,52.61251851230013,0.0
138254,2015-02-16,5447,534,zinc,43500.0,119.73460138453275,1.0
138255,2015-02-16,5959,13,zinc,62333.333333333336,320.2974817175574,1.0
138256,2015-02-16,5192,185,lead,840.0,54.65313257418105,0.0
138257,2015-02-16,5192,182,lead,840.0,54.99349341187101,0.0
138258,2015-02-16,5192,201,lead,840.0,53.20167940646461,0.0
138259,2015-02-16,5192,198,lead,840.0,53.42583624425586,0.0
138260,2015-02-16,5192,180,lead,840.0,55.23188971687823,0.0
138261,2015-02-16,5192,179,lead,840.0,55.35449048379658,0.0
138262,2015-02-16,5192,199,lead,840.0,53.34860201583297,0.0
138263,2015-02-16,5192,181,lead,840.0,55.11155240590168,0.0
138264,2015-02-16,5192,200,lead,840.0,53.27387954164412,0.0
138265,2015-02-16,5448,571,zinc,43500.0,110.16043379583508,1.0
138266,2015-02-16,5704,112,zinc,62333.333333333336,230.77635944701512,1.0
138267,2015-02-16,5960,13,zinc,62333.333333333336,320.646361826438,1.0
138268,2015-02-16,5193,185,lead,840.0,55.22673921886263,0.0
138269,2015-02-16,5961,13,zinc,62333.333333333336,320.9959836221356,1.0
138270,2015-02-16,5194,198,lead,840.0,54.59995842664192,0.0
138271,2015-02-16,5962,13,zinc,62333.333333333336,321.3463446837897,1.0
138272,2015-02-16,5195,198,lead,840.0,55.187450178328355,0.0
138273,2015-02-16,5195,200,lead,840.0,55.04045524522621,0.0
138274,2015-02-16,5195,199,lead,840.0,55.11273451368453,0.0
138275,2015-02-16,5451,573,zinc,43500.0,108.37107709438287,1.0
138276,2015-02-16,5963,13,zinc,62333.333333333336,321.6974425959781,1.0
138277,2015-02-16,5963,14,zinc,62333.333333333336,321.4513956959065,1.0
138278,2015-02-16,5196,187,lead,840.0,56.744523552827076,0.0
138279,2015-02-16,5452,543,zinc,43500.0,115.39219856744775,1.0
138280,2015-02-16,5964,14,zinc,62333.333333333336,321.8035695052896,1.0
138281,2015-02-16,5453,574,zinc,43500.0,107.26157605538573,1.0
138282,2015-02-16,5965,13,zinc,62333.333333333336,322.4018393376106,1.0
138283,2015-02-16,5454,544,zinc,43500.0,114.32278821403429,1.0
138284,2015-02-16,5966,13,zinc,62333.333333333336,322.7551333636321,1.0
138285,2015-02-16,5455,576,zinc,43500.0,105.91325949473216,1.0
138286,2015-02-16,5967,13,zinc,62333.333333333336,323.1091546333893,1.0
138287,2015-02-16,5456,545,zinc,43500.0,113.2573022382521,1.0
138288,2015-02-16,5968,12,zinc,62333.333333333336,323.7083683123827,1.0
138289,2015-02-16,5968,9,zinc,62333.333333333336,324.4425244835925,1.0
138290,2015-02-16,5968,11,zinc,62333.333333333336,323.9529616441745,1.0
138291,2015-02-16,5457,578,zinc,43500.0,104.56632158892495,1.0
138292,2015-02-16,5457,547,zinc,43500.0,112.33821001259989,1.0
138293,2015-02-16,5969,11,zinc,62333.333333333336,324.3077500821258,1.0
138294,2015-02-16,5969,10,zinc,62333.333333333336,324.5521292467053,1.0
138295,2015-02-16,5458,548,zinc,43500.0,111.67766106052282,1.0
138296,2015-02-16,5458,580,zinc,43500.0,103.65066520972388,1.0
138297,2015-02-16,5460,550,,,,
138298,2015-02-16,5461,552,zinc,43500.0,109.43937764070965,1.0
138299,2015-02-16,5462,554,zinc,43500.0,108.52080367622986,1.0
138300,2015-02-16,5974,0,zinc,62333.333333333336,328.7689057110203,1.0
138301,2015-02-16,5463,556,zinc,43500.0,107.60235503672249,1.0
138302,2015-02-16,5464,558,zinc,43500.0,106.68403177480793,1.0
138303,2015-02-16,5976,1,zinc,62333.333333333336,329.2370823183988,1.0
138304,2015-02-16,5466,564,zinc,43500.0,104.3301020928959,1.0
138305,2015-02-16,5979,1,zinc,62333.333333333336,330.31054723739703,1.0
138306,2015-02-16,5980,2,zinc,62333.333333333336,330.4279679764832,1.0
138307,2015-02-16,5980,3,zinc,62333.333333333336,330.186291640994,1.0
138308,2015-02-16,5469,572,zinc,43500.0,101.06134774880057,1.0
138309,2015-02-16,5981,208,zinc,62333.333333333336,284.20766278123165,1.0
138310,2015-02-16,5981,4,zinc,62333.333333333336,330.30566710296273,1.0
138311,2015-02-16,5470,574,zinc,43500.0,100.14392218817613,1.0
138312,2015-02-16,5982,5,zinc,62333.333333333336,330.4265342620502,1.0
138313,2015-02-16,5983,6,zinc,62333.333333333336,330.54889123331355,1.0
138314,2015-02-16,5983,7,zinc,62333.333333333336,330.30873000187916,1.0
138315,2015-02-16,5983,5,zinc,62333.333333333336,330.7891805727192,1.0
138316,2015-02-16,5472,576,zinc,43500.0,98.82468724301499,1.0
138317,2015-02-16,5984,5,zinc,62333.333333333336,331.15251620073565,1.0
138318,2015-02-16,5984,7,zinc,62333.333333333336,330.6727361143982,1.0
138319,2015-02-16,5984,6,zinc,62333.333333333336,330.9125619757368,1.0
138320,2015-02-16,5473,578,zinc,43500.0,97.90755672246878,1.0
138321,2015-02-16,5475,582,zinc,43500.0,96.0736720374791,1.0
138322,2015-02-16,5266,231,lead,840.0,96.67167197020022,0.0
138323,2015-02-16,5267,232,lead,840.0,97.27698162499867,0.0
138324,2015-02-16,5268,231,lead,840.0,97.87240142274783,0.0
138325,2015-02-16,5268,230,lead,840.0,97.86889146457504,0.0
138326,2015-02-16,5268,232,lead,840.0,97.87731515263569,0.0
