,date,lat_bin,lon_bin,Element,Element_value,Element_dis
138474,2015-02-16,5828,105,zinc,62333.333333333336,255.46179035242108
138475,2015-02-16,5828,108,zinc,62333.333333333336,254.60880682567395
138476,2015-02-16,5828,107,zinc,62333.333333333336,254.89304064273216
138477,2015-02-16,5828,127,zinc,62333.333333333336,249.22668538053753
138478,2015-02-16,5828,137,zinc,62333.333333333336,246.40846263604948
138479,2015-02-16,5828,117,zinc,62333.333333333336,252.05499194256353
138480,2015-02-16,5828,114,zinc,62333.333333333336,252.90539880694348
138481,2015-02-16,5828,120,zinc,62333.333333333336,251.2054617762539
138482,2015-02-16,5828,135,zinc,62333.333333333336,246.97128359745753
138483,2015-02-16,5829,116,zinc,62333.333333333336,252.60332696603422
138484,2015-02-16,5829,136,zinc,62333.333333333336,246.96244528398717
138485,2015-02-16,5829,103,zinc,62333.333333333336,256.2910323467573
138486,2015-02-16,5829,138,zinc,62333.333333333336,246.4006130383241
138487,2015-02-16,5829,101,zinc,62333.333333333336,256.85979133123107
138488,2015-02-16,5829,105,zinc,62333.333333333336,255.72264723321803
138489,2015-02-16,5829,135,zinc,62333.333333333336,247.24351860517086
138490,2015-02-16,5829,123,zinc,62333.333333333336,250.62443279042884
138491,2015-02-16,5829,109,zinc,62333.333333333336,254.58700883109702
138492,2015-02-16,5829,108,zinc,62333.333333333336,254.8707761499539
138493,2015-02-16,5830,137,zinc,62333.333333333336,246.95564656444742
138494,2015-02-16,5830,110,zinc,62333.333333333336,254.56719380999147
138495,2015-02-16,5830,127,zinc,62333.333333333336,249.76612659185685
138496,2015-02-16,5830,109,zinc,62333.333333333336,254.85049256451484
138497,2015-02-16,5830,91,zinc,62333.333333333336,259.965977250645
138498,2015-02-16,5830,87,zinc,62333.333333333336,261.1067903207822
138499,2015-02-16,5830,135,zinc,62333.333333333336,247.51690861565567
138500,2015-02-16,5830,112,zinc,62333.333333333336,254.00088563887996
138501,2015-02-16,5830,111,zinc,62333.333333333336,254.28399139199144
138502,2015-02-16,5831,139,zinc,62333.333333333336,246.67091269648367
138503,2015-02-16,5831,128,zinc,62333.333333333336,249.75644193911154
138504,2015-02-16,5831,112,zinc,62333.333333333336,254.2666310496013
138505,2015-02-16,5831,134,zinc,62333.333333333336,248.07184902776268
138506,2015-02-16,5831,138,zinc,62333.333333333336,246.95088727359263
138507,2015-02-16,5831,127,zinc,62333.333333333336,250.0375703411657
138508,2015-02-16,5832,139,zinc,62333.333333333336,246.94816719556636
138509,2015-02-16,5832,114,zinc,62333.333333333336,253.96909728347865
138510,2015-02-16,5832,138,zinc,62333.333333333336,247.22774931259661
138511,2015-02-16,5832,134,zinc,62333.333333333336,248.3471477041711
138512,2015-02-16,5832,115,zinc,62333.333333333336,253.68703750115762
138513,2015-02-16,5832,113,zinc,62333.333333333336,254.25125596252468
138514,2015-02-16,5833,117,zinc,62333.333333333336,253.39311982424158
138515,2015-02-16,5833,138,zinc,62333.333333333336,247.50575615914627
138516,2015-02-16,5833,134,zinc,62333.333333333336,248.62358948910773
138517,2015-02-16,5834,134,zinc,62333.333333333336,248.90117057378777
138518,2015-02-16,5834,139,zinc,62333.333333333336,247.50610800933356
138519,2015-02-16,5834,118,zinc,62333.333333333336,253.3831540688483
138520,2015-02-16,5834,140,zinc,62333.333333333336,247.22742108484567
138521,2015-02-16,5835,139,zinc,62333.333333333336,247.78678659658948
138522,2015-02-16,5835,140,zinc,62333.333333333336,247.50849399954438
138523,2015-02-16,5835,133,zinc,62333.333333333336,249.45883217275167
138524,2015-02-16,5835,129,zinc,62333.333333333336,250.57568304281287
138525,2015-02-16,5836,133,zinc,62333.333333333336,249.73828955346286
138526,2015-02-16,5836,140,zinc,62333.333333333336,247.79070093580992
138527,2015-02-16,5836,141,zinc,62333.333333333336,247.51291373775467
138528,2015-02-16,5836,139,zinc,62333.333333333336,248.0685988220298
138529,2015-02-16,5837,140,zinc,62333.333333333336,248.07403802347224
138530,2015-02-16,5838,141,zinc,62333.333333333336,248.08150600152084
138531,2015-02-16,5839,141,zinc,62333.333333333336,248.36748822041787
138532,2015-02-16,5840,142,zinc,62333.333333333336,248.3785007519643
138533,2015-02-16,5841,142,zinc,62333.333333333336,248.6671146080217
138534,2015-02-16,5843,142,zinc,62333.333333333336,249.247672840643
138535,2015-02-16,5843,66,zinc,62333.333333333336,270.4434781203844
138536,2015-02-16,5120,198,total mercury,97.0,12.014025962578618
138537,2015-02-16,5120,193,,,
138538,2015-02-16,5120,192,,,
138539,2015-02-16,5120,192,total mercury,97.0,12.294720247426774
138540,2015-02-16,5120,194,,,
138541,2015-02-16,5120,193,total mercury,97.0,12.219335575264191
138542,2015-02-16,5120,194,total mercury,97.0,12.155183380841617
138543,2015-02-16,5120,199,total mercury,97.0,12.008108393541079
138544,2015-02-16,5120,197,total mercury,97.0,12.031761207002283
138545,2015-02-16,5120,251,lead,1210.0,10.43749722535317
138546,2015-02-16,5120,196,,,
138547,2015-02-16,5120,191,total mercury,97.0,12.381132224982812
138548,2015-02-16,5120,196,total mercury,97.0,12.061261995397162
138549,2015-02-16,5120,232,pyrene,21.3,9.131346478958609
138550,2015-02-16,5120,195,total mercury,97.0,12.102442288821253
138551,2015-02-16,5376,683,zinc,43500.0,128.3672936952532
138552,2015-02-16,5376,686,zinc,43500.0,128.06033765908452
138553,2015-02-16,5376,692,zinc,43500.0,127.46958481362924
138554,2015-02-16,5376,685,zinc,43500.0,128.16180330658452
138555,2015-02-16,5376,691,zinc,43500.0,127.56588587881839
138556,2015-02-16,5121,200,total mercury,97.0,12.61414850024417
138557,2015-02-16,5121,250,lead,1210.0,10.783192988874669
138558,2015-02-16,5121,252,lead,1210.0,11.14573820577694
138559,2015-02-16,5121,245,lead,1210.0,10.068295175901218
138560,2015-02-16,5121,198,,,
138561,2015-02-16,5121,201,total mercury,97.0,12.631037479473145
138562,2015-02-16,5121,196,,,
138563,2015-02-16,5121,199,,,
138564,2015-02-16,5121,198,total mercury,97.0,12.614148500244168
138565,2015-02-16,5121,194,,,
138566,2015-02-16,5121,196,total mercury,97.0,12.65913570648423
138567,2015-02-16,5121,195,,,
138568,2015-02-16,5121,234,lead,1210.0,9.672760885751188
138569,2015-02-16,5121,197,,,
138570,2015-02-16,5121,199,total mercury,97.0,12.608513813218572
138571,2015-02-16,5121,194,total mercury,97.0,12.748633873839692
138572,2015-02-16,5121,197,total mercury,97.0,12.631037479473145
138573,2015-02-16,5121,195,total mercury,97.0,12.698368771424478
138574,2015-02-16,5377,687,zinc,43500.0,127.38384658822086
138575,2015-02-16,5377,691,zinc,43500.0,126.98831386213708
138576,2015-02-16,5377,689,zinc,43500.0,127.18435062215887
138577,2015-02-16,5122,253,lead,1210.0,11.85397286338488
138578,2015-02-16,5122,197,total mercury,97.0,13.230416138493839
138579,2015-02-16,5122,199,,,
138580,2015-02-16,5122,201,total mercury,97.0,13.230416138493839
138581,2015-02-16,5122,200,total mercury,97.0,13.21429673785
138582,2015-02-16,5122,254,lead,1210.0,12.04992163305032
138583,2015-02-16,5122,198,total mercury,97.0,13.21429673785
138584,2015-02-16,5122,199,total mercury,97.0,13.20891923289533
138585,2015-02-16,5122,247,lead,1210.0,10.88000048039088
138586,2015-02-16,5122,244,lead,1210.0,10.54208668439109
138587,2015-02-16,5122,243,lead,1210.0,10.454205009258473
138588,2015-02-16,5122,203,total mercury,97.0,13.294698298399906
138589,2015-02-16,5122,196,total mercury,97.0,13.257238251559196
138590,2015-02-16,5122,245,lead,1210.0,10.642586909665631
138591,2015-02-16,5378,692,zinc,43500.0,126.3138196548909
138592,2015-02-16,5378,689,zinc,43500.0,126.6078379756147
138593,2015-02-16,5378,694,zinc,43500.0,126.12217370157701
138594,2015-02-16,5378,690,zinc,43500.0,126.50896130718398
138595,2015-02-16,5123,236,lead,1210.0,10.813860886395597
138596,2015-02-16,5123,255,lead,1210.0,12.758349248038343
138597,2015-02-16,5123,243,lead,1210.0,11.041119806906849
138598,2015-02-16,5123,201,total mercury,97.0,13.82988387196196
138599,2015-02-16,5379,693,zinc,43500.0,125.63957332715871
138600,2015-02-16,5379,694,zinc,43500.0,125.54377221878175
138601,2015-02-16,5124,244,lead,1210.0,11.708441921196151
138602,2015-02-16,5124,255,lead,1210.0,13.27039934723674
138603,2015-02-16,5124,256,lead,1210.0,13.466733327452333
138604,2015-02-16,5124,238,lead,1210.0,11.413919711145551
138605,2015-02-16,5125,239,lead,1210.0,12.03171010517806
138606,2015-02-16,5125,259,lead,1210.0,14.589300908580006
138607,2015-02-16,5125,245,lead,1210.0,12.380337643889854
138608,2015-02-16,5125,246,lead,1210.0,12.477344602330724
138609,2015-02-16,5125,257,lead,1210.0,14.17507386224288
138610,2015-02-16,5126,259,lead,1210.0,15.086839897491693
138611,2015-02-16,5126,249,lead,1210.0,13.393875069340599
138612,2015-02-16,5126,257,lead,1210.0,14.686740444002966
138613,2015-02-16,5126,258,lead,1210.0,14.883370843360165
138614,2015-02-16,5126,240,lead,1210.0,12.659026429513228
138615,2015-02-16,5126,260,lead,1210.0,15.296874715167238
138616,2015-02-16,5126,246,lead,1210.0,13.056093802881605
138617,2015-02-16,5127,249,lead,1210.0,13.96038601803678
138618,2015-02-16,5127,261,lead,1210.0,16.004462341889404
138619,2015-02-16,5127,247,lead,1210.0,13.735133881982334
138620,2015-02-16,5127,248,lead,1210.0,13.84309780528361
138621,2015-02-16,5127,259,lead,1210.0,15.591624261754221
138622,2015-02-16,5127,262,lead,1210.0,16.220055402055113
138623,2015-02-16,5127,246,lead,1210.0,13.636715717342323
138624,2015-02-16,5127,255,lead,1210.0,14.84632625019991
138625,2015-02-16,5127,250,lead,1210.0,14.08676561434714
138626,2015-02-16,5127,260,lead,1210.0,15.794904181515033
138627,2015-02-16,5127,241,lead,1210.0,13.294513321945882
138628,2015-02-16,5383,439,zinc,43500.0,170.47162153632368
138629,2015-02-16,5383,429,zinc,43500.0,172.9779658762935
138630,2015-02-16,5128,248,lead,1210.0,14.41698744991032
138631,2015-02-16,5128,262,lead,1210.0,16.712056484600144
138632,2015-02-16,5128,267,lead,1210.0,17.840256363701005
138633,2015-02-16,5128,263,lead,1210.0,16.926966881254177
138634,2015-02-16,5128,260,lead,1210.0,16.299834108372252
138635,2015-02-16,5128,242,lead,1210.0,13.937046531407082
138636,2015-02-16,5128,238,lead,1210.0,13.814456200362276
138637,2015-02-16,5128,264,lead,1210.0,17.14745133790096
138638,2015-02-16,5128,247,lead,1210.0,14.313375575190063
138639,2015-02-16,5128,252,lead,1210.0,14.919510898854504
138640,2015-02-16,5128,272,lead,1210.0,19.08780345314687
138641,2015-02-16,5128,261,lead,1210.0,16.50293791891187
138642,2015-02-16,5129,243,lead,1210.0,14.585688524973888
138643,2015-02-16,5129,270,lead,1210.0,19.025646833234383
138644,2015-02-16,5129,263,lead,1210.0,17.419651024782567
138645,2015-02-16,5129,262,lead,1210.0,17.210939491235344
138646,2015-02-16,5129,273,lead,1210.0,19.781596699249906
138647,2015-02-16,5129,264,lead,1210.0,17.633930008838696
138648,2015-02-16,5129,249,lead,1210.0,15.10126727561625
138649,2015-02-16,5129,248,lead,1210.0,14.992954025173907
138650,2015-02-16,5129,275,lead,1210.0,20.30483499653403
138651,2015-02-16,5129,250,lead,1210.0,15.21812471131524
138652,2015-02-16,5129,272,lead,1210.0,19.525607555798633
138653,2015-02-16,5129,251,lead,1210.0,15.343331109447425
138654,2015-02-16,5129,252,lead,1210.0,15.476683839693608
138655,2015-02-16,5385,572,zinc,43500.0,139.9962958920923
138656,2015-02-16,5130,245,lead,1210.0,15.309225865608258
138657,2015-02-16,5130,249,lead,1210.0,15.675065565640061
138658,2015-02-16,5130,239,lead,1210.0,15.029003022764243
138659,2015-02-16,5130,274,lead,1210.0,20.47630010414235
138660,2015-02-16,5130,275,lead,1210.0,20.7341662948766
138661,2015-02-16,5130,251,lead,1210.0,15.908350433421777
138662,2015-02-16,5386,574,zinc,43500.0,139.11029500605065
138663,2015-02-16,5386,582,zinc,43500.0,137.61784398116413
138664,2015-02-16,5386,566,zinc,43500.0,140.64127654693254
138665,2015-02-16,5386,569,zinc,43500.0,140.0627228076898
138666,2015-02-16,5386,579,zinc,43500.0,138.17291773894326
138667,2015-02-16,5386,577,zinc,43500.0,138.54604288976066
138668,2015-02-16,5131,276,lead,1210.0,21.427872947280022
138669,2015-02-16,5131,241,lead,1210.0,15.682970116269704
138670,2015-02-16,5131,239,lead,1210.0,15.628679681664133
138671,2015-02-16,5131,251,lead,1210.0,16.475872974137147
138672,2015-02-16,5131,265,lead,1210.0,18.834821415441308
138673,2015-02-16,5131,250,lead,1210.0,16.35938768331008
138674,2015-02-16,5131,237,lead,1210.0,15.610540911603431
138675,2015-02-16,5131,246,lead,1210.0,15.9738369603407
138676,2015-02-16,5131,244,lead,1210.0,15.831308846774068
138677,2015-02-16,5131,264,lead,1210.0,18.62684089101569
138678,2015-02-16,5387,560,zinc,43500.0,141.31574146494626
138679,2015-02-16,5387,561,zinc,43500.0,141.118197654646
138680,2015-02-16,5132,265,lead,1210.0,19.334738571179166
138681,2015-02-16,5132,300,lead,1210.0,28.72139495967147
138682,2015-02-16,5132,301,lead,1210.0,29.03283041276183
138683,2015-02-16,5132,246,lead,1210.0,16.56100126530919
138684,2015-02-16,5132,297,lead,1210.0,27.796724274807115
138685,2015-02-16,5132,248,lead,1210.0,16.73116666962215
138686,2015-02-16,5132,264,lead,1210.0,19.132237596027483
138687,2015-02-16,5132,267,lead,1210.0,19.7550268595567
138688,2015-02-16,5132,299,lead,1210.0,28.411530468022388
138689,2015-02-16,5132,298,lead,1210.0,28.103288907552674
138690,2015-02-16,5132,295,lead,1210.0,27.188852402326216
138691,2015-02-16,5132,243,lead,1210.0,16.367450624805322
138692,2015-02-16,5132,245,lead,1210.0,16.48814917541694
138693,2015-02-16,5132,277,lead,1210.0,22.122416265139755
138694,2015-02-16,5132,244,lead,1210.0,16.423599551651034
138695,2015-02-16,5132,296,lead,1210.0,27.491892674334505
138696,2015-02-16,5132,266,lead,1210.0,19.54238912200668
138697,2015-02-16,5132,247,lead,1210.0,16.642046785920996
138698,2015-02-16,5388,446,zinc,43500.0,166.5942478091855
138699,2015-02-16,5388,558,zinc,43500.0,141.21632320912317
138700,2015-02-16,5133,301,lead,1210.0,29.370149676811465
138701,2015-02-16,5133,303,lead,1210.0,29.99034585724702
138702,2015-02-16,5133,296,lead,1210.0,27.848223983194604
138703,2015-02-16,5133,266,lead,1210.0,20.042599724176075
138704,2015-02-16,5133,246,lead,1210.0,17.149082531879163
138705,2015-02-16,5133,302,lead,1210.0,29.679482395846524
138706,2015-02-16,5133,267,lead,1210.0,20.24994068700104
138707,2015-02-16,5133,299,lead,1210.0,28.756273840765147
138708,2015-02-16,5133,304,lead,1210.0,30.302692945528914
138709,2015-02-16,5133,308,lead,1210.0,31.566033497705867
138710,2015-02-16,5133,300,lead,1210.0,29.06239658448708
138711,2015-02-16,5133,248,lead,1210.0,17.31343332041195
138712,2015-02-16,5133,243,lead,1210.0,16.962284530343883
138713,2015-02-16,5133,307,lead,1210.0,31.24818996603219
138714,2015-02-16,5133,244,lead,1210.0,17.016459028194678
138715,2015-02-16,5133,305,lead,1210.0,30.61647824747584
138716,2015-02-16,5133,251,lead,1210.0,17.617459012618415
138717,2015-02-16,5133,265,lead,1210.0,19.840229447964784
138718,2015-02-16,5133,249,lead,1210.0,17.407232389894833
138719,2015-02-16,5133,298,lead,1210.0,28.45183407583591
138720,2015-02-16,5133,252,lead,1210.0,17.73361831029216
138721,2015-02-16,5133,245,lead,1210.0,17.078754529247274
138722,2015-02-16,5133,264,lead,1210.0,19.64298349307911
138723,2015-02-16,5133,297,lead,1210.0,28.14913190095975
138724,2015-02-16,5133,250,lead,1210.0,17.50861794673161
138725,2015-02-16,5389,538,zinc,43500.0,144.83571811126305
138726,2015-02-16,5134,304,lead,1210.0,30.637599296801554
138727,2015-02-16,5134,250,lead,1210.0,18.085746603086413
138728,2015-02-16,5134,267,lead,1210.0,20.750423614098096
138729,2015-02-16,5134,251,lead,1210.0,18.191112036249198
138730,2015-02-16,5134,306,lead,1210.0,31.259692382022575
138731,2015-02-16,5134,308,lead,1210.0,31.88740718580306
138732,2015-02-16,5134,300,lead,1210.0,29.41170215904002
138733,2015-02-16,5134,312,lead,1210.0,33.15842185399434
138734,2015-02-16,5134,278,lead,1210.0,23.262503045394745
138735,2015-02-16,5134,263,lead,1210.0,19.971704550672765
138736,2015-02-16,5134,264,lead,1210.0,20.1586720002789
138737,2015-02-16,5134,272,lead,1210.0,21.830928658388398
138738,2015-02-16,5134,253,lead,1210.0,18.42310005965295
138739,2015-02-16,5134,305,lead,1210.0,30.947921861678807
138740,2015-02-16,5134,303,lead,1210.0,30.328769139492458
138741,2015-02-16,5134,310,lead,1210.0,32.5204181304883
138742,2015-02-16,5134,302,lead,1210.0,30.021477452661454
138743,2015-02-16,5134,261,lead,1210.0,19.614082584479295
138744,2015-02-16,5134,301,lead,1210.0,29.715771970226914
138745,2015-02-16,5134,307,lead,1210.0,31.572867958088544
138746,2015-02-16,5134,309,lead,1210.0,32.20327010184423
138747,2015-02-16,5134,269,lead,1210.0,21.169185820304488
138748,2015-02-16,5134,314,lead,1210.0,33.80113559230548
138749,2015-02-16,5134,313,lead,1210.0,33.47920688141327
138750,2015-02-16,5134,311,lead,1210.0,32.8388140322062
138751,2015-02-16,5134,248,lead,1210.0,17.89689865702818
138752,2015-02-16,5134,254,lead,1210.0,18.549456795797216
138753,2015-02-16,5390,449,zinc,43500.0,164.99426980483875
138754,2015-02-16,5390,528,zinc,43500.0,146.49679854579065
138755,2015-02-16,5135,275,lead,1210.0,22.99601765207584
138756,2015-02-16,5135,284,lead,1210.0,25.24068036949708
138757,2015-02-16,5135,253,lead,1210.0,18.991351530132658
138758,2015-02-16,5135,308,lead,1210.0,32.21676523241103
138759,2015-02-16,5135,313,lead,1210.0,33.79271885470294
138760,2015-02-16,5135,307,lead,1210.0,31.905541293083203
138761,2015-02-16,5135,309,lead,1210.0,32.52936242031363
138762,2015-02-16,5135,259,lead,1210.0,19.82275987399909
138763,2015-02-16,5135,305,lead,1210.0,31.287376924145107
138764,2015-02-16,5135,306,lead,1210.0,31.595731188475156
138765,2015-02-16,5135,282,lead,1210.0,24.719411929995992
138766,2015-02-16,5135,268,lead,1210.0,21.458209601011912
138767,2015-02-16,5135,310,lead,1210.0,32.84329364003595
138768,2015-02-16,5135,276,lead,1210.0,23.231769610426692
138769,2015-02-16,5135,255,lead,1210.0,19.243074947751897
138770,2015-02-16,5135,280,lead,1210.0,24.210307325306918
138771,2015-02-16,5135,311,lead,1210.0,33.15852099568248
138772,2015-02-16,5135,252,lead,1210.0,18.87548124779422
138773,2015-02-16,5135,312,lead,1210.0,33.4750078651766
138774,2015-02-16,5135,254,lead,1210.0,19.113925464772258
138775,2015-02-16,5135,256,lead,1210.0,19.378668508574183
138776,2015-02-16,5135,314,lead,1210.0,34.11161975461998
138777,2015-02-16,5135,315,lead,1210.0,34.43167749682426
138778,2015-02-16,5391,451,zinc,43500.0,164.0696725183873
138779,2015-02-16,5136,279,lead,1210.0,24.41400587399198
138780,2015-02-16,5136,260,lead,1210.0,20.52521200418168
138781,2015-02-16,5136,254,lead,1210.0,19.680521294581293
138782,2015-02-16,5136,281,lead,1210.0,24.907480497091896
138783,2015-02-16,5136,261,lead,1210.0,20.68659229739868
138784,2015-02-16,5136,259,lead,1210.0,20.369500864544932
138785,2015-02-16,5136,268,lead,1210.0,21.96394321093184
138786,2015-02-16,5136,255,lead,1210.0,19.80594924582391
138787,2015-02-16,5136,257,lead,1210.0,20.07560891713828
138788,2015-02-16,5136,253,lead,1210.0,19.56152403749541
138789,2015-02-16,5136,258,lead,1210.0,20.21958985634783
138790,2015-02-16,5136,269,lead,1210.0,22.165957125630417
138791,2015-02-16,5136,256,lead,1210.0,19.93768652283682
138792,2015-02-16,5392,542,zinc,43500.0,142.5460734967922
138793,2015-02-16,5392,587,zinc,43500.0,133.62136035301344
138794,2015-02-16,5392,529,zinc,43500.0,145.3318538192904
138795,2015-02-16,5137,258,lead,1210.0,20.773272946728262
138796,2015-02-16,5137,287,lead,1210.0,26.885404686306742
138797,2015-02-16,5137,260,lead,1210.0,21.070801311848726
138798,2015-02-16,5137,268,lead,1210.0,22.474336787117775
138799,2015-02-16,5137,253,lead,1210.0,20.13345437308915
138800,2015-02-16,5137,257,lead,1210.0,20.633186695933848
138801,2015-02-16,5137,271,lead,1210.0,23.079934748888544
138802,2015-02-16,5137,262,lead,1210.0,21.39065831111625
138803,2015-02-16,5137,264,lead,1210.0,21.731858022093473
138804,2015-02-16,5137,284,lead,1210.0,26.108542679350272
138805,2015-02-16,5137,286,lead,1210.0,26.62365576285596
138806,2015-02-16,5137,259,lead,1210.0,20.919184827685033
138807,2015-02-16,5137,261,lead,1210.0,21.228000165044122
138808,2015-02-16,5137,289,lead,1210.0,27.41688702935724
138809,2015-02-16,5393,548,zinc,43500.0,140.80453179356056
138810,2015-02-16,5138,338,lead,1210.0,42.841814388579685
138811,2015-02-16,5138,290,lead,1210.0,28.104900464741625
138812,2015-02-16,5138,267,lead,1210.0,22.800651675686982
138813,2015-02-16,5138,264,lead,1210.0,22.263934834288094
138814,2015-02-16,5138,263,lead,1210.0,22.094937433057613
138815,2015-02-16,5138,270,lead,1210.0,23.379534134954827
138816,2015-02-16,5138,331,lead,1210.0,40.52598174068936
138817,2015-02-16,5138,261,lead,1210.0,21.772502217360845
138818,2015-02-16,5138,236,lead,1210.0,19.816947942965193
138819,2015-02-16,5138,329,lead,1210.0,39.87153499812659
138820,2015-02-16,5138,262,lead,1210.0,21.931087819791586
138821,2015-02-16,5138,327,lead,1210.0,39.22059250312955
138822,2015-02-16,5138,289,lead,1210.0,27.839430669648127
138823,2015-02-16,5138,273,lead,1210.0,23.99753088229381
138824,2015-02-16,5138,336,lead,1210.0,42.17635672910946
138825,2015-02-16,5138,274,lead,1210.0,24.211709632313767
138826,2015-02-16,5138,259,lead,1210.0,21.471585739640144
138827,2015-02-16,5394,584,zinc,43500.0,133.16067865327284
138828,2015-02-16,5394,582,zinc,43500.0,133.53813425602846
138829,2015-02-16,5394,447,zinc,43500.0,163.80553270014585
138830,2015-02-16,5394,449,zinc,43500.0,163.30101035802414
138831,2015-02-16,5394,531,zinc,43500.0,143.95038882026626
138832,2015-02-16,5139,236,lead,1210.0,20.41724765173456
138833,2015-02-16,5139,265,lead,1210.0,22.969341099896624
138834,2015-02-16,5139,331,lead,1210.0,40.81954381019268
138835,2015-02-16,5139,325,lead,1210.0,38.88207267042738
138836,2015-02-16,5139,336,lead,1210.0,42.458158834713636
138837,2015-02-16,5139,341,lead,1210.0,44.11604446450783
138838,2015-02-16,5139,253,lead,1210.0,21.282021225126652
138839,2015-02-16,5139,292,lead,1210.0,29.060220239729755
138840,2015-02-16,5139,264,lead,1210.0,22.799405841935585
138841,2015-02-16,5139,338,lead,1210.0,43.11912455476011
138842,2015-02-16,5139,334,lead,1210.0,41.8002728003437
138843,2015-02-16,5139,234,lead,1210.0,20.444933591919078
138844,2015-02-16,5139,266,lead,1210.0,23.144139200010656
138845,2015-02-16,5139,271,lead,1210.0,24.0872640943998
138846,2015-02-16,5139,276,lead,1210.0,25.13587083011827
138847,2015-02-16,5139,252,lead,1210.0,21.17877740752129
138848,2015-02-16,5139,267,lead,1210.0,23.323690806437245
138849,2015-02-16,5139,269,lead,1210.0,23.69661945504243
138850,2015-02-16,5139,275,lead,1210.0,24.918330871741638
138851,2015-02-16,5139,238,lead,1210.0,20.41724765173456
138852,2015-02-16,5395,533,zinc,43500.0,143.0420294933232
138853,2015-02-16,5395,434,zinc,43500.0,166.7054938185176
138854,2015-02-16,5395,429,zinc,43500.0,167.99659687268954
138855,2015-02-16,5395,548,zinc,43500.0,139.83642676230764
138856,2015-02-16,5395,545,zinc,43500.0,140.46812718909894
138857,2015-02-16,5395,443,zinc,43500.0,164.40160060506363
138858,2015-02-16,5140,252,lead,1210.0,21.757923826165605
138859,2015-02-16,5140,234,lead,1210.0,21.044443730702575
138860,2015-02-16,5140,236,lead,1210.0,21.01755339956147
138861,2015-02-16,5140,266,lead,1210.0,23.674856002458366
138862,2015-02-16,5140,270,lead,1210.0,24.404130692135233
138863,2015-02-16,5140,278,lead,1210.0,26.062612200909648
138864,2015-02-16,5140,235,lead,1210.0,21.027641303613212
138865,2015-02-16,5140,253,lead,1210.0,21.858410453106035
138866,2015-02-16,5140,239,lead,1210.0,21.027641303613212
138867,2015-02-16,5140,269,lead,1210.0,24.215114159918517
138868,2015-02-16,5140,254,lead,1210.0,21.964874924281172
138869,2015-02-16,5140,291,lead,1210.0,29.22098673388829
138870,2015-02-16,5140,271,lead,1210.0,24.597442922199782
138871,2015-02-16,5140,267,lead,1210.0,23.850374411416436
138872,2015-02-16,5140,238,lead,1210.0,21.01755339956147
138873,2015-02-16,5140,273,lead,1210.0,24.99655359807849
138874,2015-02-16,5396,577,zinc,43500.0,133.48707660979446
138875,2015-02-16,5396,566,zinc,43500.0,135.65526918754657
138876,2015-02-16,5396,534,zinc,43500.0,142.35144081608203
138877,2015-02-16,5141,275,lead,1210.0,25.90950059675189
138878,2015-02-16,5141,279,lead,1210.0,26.76816324116536
138879,2015-02-16,5141,267,lead,1210.0,24.38046630044963
138880,2015-02-16,5141,236,lead,1210.0,21.617864683349733
138881,2015-02-16,5141,237,lead,1210.0,21.614595108373784
138882,2015-02-16,5141,254,lead,1210.0,22.539772951210768
138883,2015-02-16,5141,277,lead,1210.0,26.33159686656185
138884,2015-02-16,5141,270,lead,1210.0,24.92233013489153
138885,2015-02-16,5141,273,lead,1210.0,25.50259296285061
138886,2015-02-16,5141,281,lead,1210.0,27.218503425862085
138887,2015-02-16,5141,226,pyrene,21.3,21.627670442537937
138888,2015-02-16,5141,280,lead,1210.0,26.99165420413916
138889,2015-02-16,5141,234,lead,1210.0,21.644003502155815
138890,2015-02-16,5141,235,lead,1210.0,21.627670442537937
138891,2015-02-16,5397,548,zinc,43500.0,138.8719541849548
138892,2015-02-16,5397,537,zinc,43500.0,141.22620271113635
138893,2015-02-16,5397,546,zinc,43500.0,139.29526195768426
138894,2015-02-16,5142,274,lead,1210.0,26.21019185373095
138895,2015-02-16,5142,276,lead,1210.0,26.61681495932916
138896,2015-02-16,5142,228,pyrene,21.3,22.21500052805114
138897,2015-02-16,5142,285,lead,1210.0,28.620070807793354
138898,2015-02-16,5142,267,lead,1210.0,24.913748919465263
138899,2015-02-16,5142,227,pyrene,21.3,22.218181054373186
138900,2015-02-16,5142,256,lead,1210.0,23.335018026810076
138901,2015-02-16,5142,269,lead,1210.0,25.26298923840404
138902,2015-02-16,5142,275,lead,1210.0,26.411610681295798
138903,2015-02-16,5142,271,lead,1210.0,25.62953221969713
138904,2015-02-16,5142,283,lead,1210.0,28.15209236208448
138905,2015-02-16,5142,255,lead,1210.0,23.222708679191573
138906,2015-02-16,5142,238,lead,1210.0,22.218181054373186
138907,2015-02-16,5398,540,zinc,43500.0,140.10246936071323
138908,2015-02-16,5398,535,zinc,43500.0,141.1889550305099
138909,2015-02-16,5398,546,zinc,43500.0,138.81577532990033
138910,2015-02-16,5398,496,zinc,43500.0,150.0749950210678
138911,2015-02-16,5398,541,zinc,43500.0,139.8867137497436
138912,2015-02-16,5398,566,zinc,43500.0,134.66803248487014
138913,2015-02-16,5398,538,zinc,43500.0,140.5355292525333
138914,2015-02-16,5398,544,zinc,43500.0,139.242573088285
138915,2015-02-16,5398,543,zinc,43500.0,139.45676319962487
138916,2015-02-16,5398,572,zinc,43500.0,133.46819123704464
138917,2015-02-16,5398,516,zinc,43500.0,145.43032527998128
