,StartLatitude,StartLongitude,EndLatitude,EndLongitude
86,51.541667,-50.396667,51.531667,-50.388333
87,51.341667,-50.191666999999995,51.355,-50.195
88,51.216667,-49.986667,51.208333,-49.976667
89,51.216667,-49.986667,51.208333,-49.976667
90,51.21,-49.751667,51.2,-49.741667
91,51.21,-49.751667,51.2,-49.741667
92,51.098333000000004,-49.848333000000004,51.09,-49.831666999999996
93,51.098333000000004,-49.848333000000004,51.09,-49.831666999999996
94,51.031667,-50.03,51.023333,-50.018333
95,50.961667,-50.448333,50.95,-50.458333
96,50.865,-50.486667,50.875,-50.478333
97,49.291667,-49.828333,49.28,-49.836667
98,49.57,-49.505,49.556667,-49.503333000000005
99,49.57,-49.505,49.556667,-49.503333000000005
100,49.558333000000005,-49.685,49.545,-49.683333000000005
101,49.553333,-49.853333,49.541667,-49.853333
102,49.436667,-50.1,49.448333,-50.105
103,49.955,-50.188333,49.965,-50.198333
104,50.105,-49.548333,50.093333,-49.54
105,50.075,-49.691666999999995,50.086667,-49.7
106,50.285,-49.631667,50.273333,-49.633333
107,50.411667,-49.768333,50.4,-49.761666999999996
108,50.58,-49.948333,50.568333,-49.94
109,50.58,-49.948333,50.568333,-49.94
110,50.403333,-50.085,50.393333,-50.073333
111,50.388333,-50.646667,50.4,-50.653333
112,50.388333,-50.646667,50.4,-50.653333
113,50.425,-50.723333000000004,50.411667,-50.718333
114,50.425,-50.723333000000004,50.411667,-50.718333
115,50.516667,-50.925,50.505,-50.933333000000005
116,50.583333,-51.176667,50.586667,-51.195
117,50.583333,-51.176667,50.586667,-51.195
118,50.508333,-51.42,50.51,-51.438333
119,50.571667,-51.621666999999995,50.58,-51.603333
120,50.685,-51.405,50.693333,-51.415
121,50.36,-51.596667,50.348333000000004,-51.591667
122,50.141667,-51.928333,50.133333,-51.943333
123,50.141667,-51.928333,50.133333,-51.943333
124,50.053333,-51.696667,50.05,-51.68
125,50.283333,-51.193333,50.275,-51.176667
126,50.283333,-51.193333,50.275,-51.176667
127,50.376667,-50.706666999999996,50.365,-50.701667
128,50.081666999999996,-50.308333000000005,50.091667,-50.321667
129,49.153333,-49.638333,49.14,-49.638333
130,48.941666999999995,-49.525,48.93,-49.53
131,48.731667,-49.663333,48.741667,-49.676667
132,48.731667,-49.663333,48.741667,-49.676667
133,48.731667,-49.663333,48.741667,-49.676667
134,48.655,-49.381667,48.645,-49.386666999999996
135,48.606667,-49.241667,48.595,-49.248333
136,48.606667,-49.241667,48.595,-49.248333
137,48.52,-49.315,48.518333,-49.296667
138,48.52,-49.315,48.518333,-49.296667
139,48.518333,-49.29,48.528333,-49.296667
140,48.518333,-49.29,48.528333,-49.296667
141,48.346667,-48.705,48.335,-48.701667
142,48.346667,-48.705,48.335,-48.701667
143,48.278333,-48.601667,48.278333,-48.583333
144,48.278333,-48.601667,48.278333,-48.583333
145,48.181667,-48.46,48.185,-48.478333
146,48.14,-48.135,48.143333,-48.153333
147,48.175,-47.886666999999996,48.175,-47.868333
148,47.786667,-52.526667,47.795,-52.536667
149,47.933333000000005,-52.461667000000006,47.943333,-52.468332999999994
150,48.836667,-52.776667,48.836667,-52.81166700000001
151,48.99,-53.02,48.98,-53.023332999999994
152,50.103333,-53.45166700000001,50.115,-53.448333
153,50.103333,-53.45166700000001,50.115,-53.448333
154,50.231667,-53.676667,50.226667,-53.68833299999999
155,49.128333000000005,-53.226667000000006,49.138333,-53.213333
156,48.796667,-53.455,48.788333,-53.471667000000004
157,48.055,-53.496667,48.05,-53.51
158,47.898333,-53.571667000000005,47.901666999999996,-53.556667000000004
159,47.756667,-53.54,47.768333,-53.533333
160,48.8085,-63.30367,48.803670000000004,-63.285669999999996
161,48.8085,-63.30367,48.803670000000004,-63.285669999999996
162,48.8585,-63.106,48.86483,-63.089
163,48.8585,-63.106,48.86483,-63.089
164,48.74967,-62.99383,48.73883,-62.981669999999994
165,48.74967,-62.99383,48.73883,-62.981669999999994
166,48.820170000000005,-62.95233,48.8105,-62.939330000000005
167,48.820170000000005,-62.95233,48.8105,-62.939330000000005
168,48.97117,-62.79133,48.96633,-62.7735
169,48.97117,-62.79133,48.96633,-62.7735
170,48.861670000000004,-62.47583,48.853,-62.46083
171,48.66667,-61.6135,48.66267,-61.594669999999994
172,48.66667,-61.6135,48.66267,-61.594669999999994
173,48.83467,-61.32317,48.82233,-61.328669999999995
174,48.83467,-61.32317,48.82233,-61.328669999999995
175,48.79733,-61.020830000000004,48.79600000000001,-61.03783000000001
176,48.79733,-61.020830000000004,48.79600000000001,-61.03783000000001
177,48.483670000000004,-60.63383,48.494,-60.647
178,48.483670000000004,-60.63383,48.494,-60.647
179,48.925670000000004,-60.372,48.91267,-60.378
180,48.925670000000004,-60.372,48.91267,-60.378
181,48.953,-60.3035,48.93967,-60.31016999999999
182,48.953,-60.3035,48.93967,-60.31016999999999
183,49.11417,-60.271,49.101000000000006,-60.275830000000006
184,49.11233,-59.907669999999996,49.10567,-59.925830000000005
185,49.11233,-59.907669999999996,49.10567,-59.925830000000005
186,49.0955,-59.74916999999999,49.08667,-59.765
187,49.0955,-59.74916999999999,49.08667,-59.765
188,49.229,-59.914669999999994,49.21667,-59.919830000000005
189,49.229,-59.914669999999994,49.21667,-59.919830000000005
190,49.385329999999996,-60.11017,49.378,-60.09883000000001
191,49.385329999999996,-60.11017,49.378,-60.09883000000001
192,49.61833,-60.2155,49.62433,-60.2255
193,49.80767,-60.232169999999996,49.79783,-60.228669999999994
194,49.73233,-60.08283,49.73733,-60.06616999999999
195,49.70467,-60.04767,49.7095,-60.036
196,49.626999999999995,-59.76517,49.63883,-59.7565
197,49.49583,-59.63,49.4835,-59.6325
198,49.49583,-59.63,49.4835,-59.6325
199,49.64617,-59.63267,49.63367,-59.632
200,49.847,-58.96083,49.83667,-58.9745
201,49.847,-58.96083,49.83667,-58.9745
202,49.87133,-59.38833,49.868829999999996,-59.36833000000001
203,49.87133,-59.38833,49.868829999999996,-59.36833000000001
204,50.074,-59.130669999999995,50.063,-59.14317
205,50.35817,-58.416830000000004,50.34833,-58.43083000000001
206,50.35817,-58.416830000000004,50.34833,-58.43083000000001
207,50.46417,-58.4145,50.4665,-58.4
208,50.46417,-58.4145,50.4665,-58.4
209,51.68533,-56.24567,51.68967,-56.23433000000001
210,52.11133,-55.55266999999999,52.1175,-55.542669999999994
211,51.48017,-56.570330000000006,51.48467,-56.552
212,51.04167,-57.2705,51.05117,-57.256
213,50.7995,-57.42616999999999,50.78717,-57.419
214,50.78833,-57.555330000000005,50.7755,-57.552
215,50.56733,-58.13483000000001,50.56100000000001,-58.14666999999999
216,50.56433,-57.9795,50.555,-57.99567
217,50.56433,-57.9795,50.555,-57.99567
218,50.48467,-57.83967,50.4945,-57.826
219,50.48467,-57.83967,50.4945,-57.826
220,50.34767,-57.643,50.36,-57.6355
221,50.34767,-57.643,50.36,-57.6355
222,50.37133,-58.120169999999995,50.36367,-58.1375
223,50.176829999999995,-58.45233,50.18567,-58.43666999999999
224,50.176829999999995,-58.45233,50.18567,-58.43666999999999
225,50.09733,-58.645,50.10483,-58.62866999999999
226,50.09733,-58.645,50.10483,-58.62866999999999
227,49.96033,-57.925,49.96883,-57.91633
228,49.96033,-57.925,49.96883,-57.91633
229,49.84567,-58.03317,49.858670000000004,-58.03317
230,49.84567,-58.03317,49.858670000000004,-58.03317
231,49.8005,-58.04983000000001,49.8125,-58.04067
232,49.8005,-58.04983000000001,49.8125,-58.04067
233,49.60133,-58.28533,49.58817,-58.288669999999996
234,49.373000000000005,-58.71683,49.3815,-58.7025
235,49.373000000000005,-58.71683,49.3815,-58.7025
236,49.26833,-58.73783,49.2605,-58.754830000000005
237,48.9775,-59.82383000000001,48.989329999999995,-59.81466999999999
238,48.93083,-59.606669999999994,48.940670000000004,-59.605
239,48.9365,-59.278,48.92667,-59.291830000000004
240,48.83967,-58.99916999999999,48.85117,-58.99
241,48.673,-59.25733,48.678329999999995,-59.27033
242,48.65383,-60.09567,48.66183,-60.07917
243,48.339,-59.92167,48.35033,-59.931830000000005
244,48.29517,-59.44217,48.30283,-59.43383000000001
245,48.26717,-59.49033000000001,48.27583,-59.4745
246,48.30833,-59.3875,48.317170000000004,-59.38166999999999
247,48.28683,-58.99983,48.283,-59.019330000000004
248,48.28033,-59.261669999999995,48.27533,-59.242830000000005
249,48.065670000000004,-59.72667,48.05767,-59.720169999999996
250,48.02967,-59.8845,48.04217,-59.89167
251,48.02967,-59.8845,48.04217,-59.89167
252,47.52667,-59.56183000000001,47.51283,-59.56117
253,47.52667,-59.56183000000001,47.51283,-59.56117
254,47.69283,-59.5005,47.68033,-59.49183000000001
255,47.69283,-59.5005,47.68033,-59.49183000000001
256,47.956,-59.6025,47.946999999999996,-59.602
257,47.956,-59.6025,47.946999999999996,-59.602
258,47.78167,-59.693830000000005,47.76917,-59.68733
259,47.63767,-60.4375,47.62467,-60.4285
260,47.63767,-60.4375,47.62467,-60.4285
261,47.75567,-60.391830000000006,47.742329999999995,-60.398
262,47.90183,-60.7185,47.89367,-60.702830000000006
263,47.90183,-60.7185,47.89367,-60.702830000000006
264,47.9525,-60.879169999999995,47.94417,-60.8635
265,47.9525,-60.879169999999995,47.94417,-60.8635
266,48.05433,-60.763830000000006,48.0405,-60.7645
267,48.05433,-60.763830000000006,48.0405,-60.7645
268,48.26717,-60.42533,48.26417,-60.444669999999995
269,48.26717,-60.42533,48.26417,-60.444669999999995
270,48.249829999999996,-60.516830000000006,48.260329999999996,-60.504
271,48.249829999999996,-60.516830000000006,48.260329999999996,-60.504
272,48.22283,-61.095,48.22017,-61.0755
273,48.22283,-61.095,48.22017,-61.0755
274,48.128,-61.147169999999996,48.13783,-61.16267
275,48.128,-61.147169999999996,48.13783,-61.16267
276,48.07683,-61.1685,48.08583,-61.184830000000005
277,48.07683,-61.1685,48.08583,-61.184830000000005
278,48.391329999999996,-61.17417,48.38583,-61.156169999999996
279,48.391329999999996,-61.17417,48.38583,-61.156169999999996
280,48.2775,-61.3485,48.27317,-61.33
281,48.2775,-61.3485,48.27317,-61.33
282,48.15417,-61.455330000000004,48.14917,-61.4375
283,48.21267,-61.5155,48.2185,-61.533669999999994
284,48.34833,-61.968,48.35683,-61.98367
285,48.36233,-62.4585,48.358999999999995,-62.43899999999999
286,48.46933,-62.910169999999994,48.47633,-62.928169999999994
287,48.4905,-62.965669999999996,48.48567,-62.94667
288,48.98067,-63.368669999999995,48.97117,-63.354
289,48.98067,-63.368669999999995,48.97117,-63.354
290,49.14333,-63.59267,49.141329999999996,-63.5765
291,49.14333,-63.59267,49.141329999999996,-63.5765
292,49.04733,-63.888169999999995,49.051829999999995,-63.8695
293,49.04733,-63.888169999999995,49.051829999999995,-63.8695
294,49.0465,-62.93600000000001,49.04967,-62.95567
295,49.08967,-62.762,49.08667,-62.746
296,49.08967,-62.762,49.08667,-62.746
297,48.90683,-61.313,48.90167,-61.2955
298,48.90683,-61.313,48.90167,-61.2955
299,49.03067,-61.0655,49.03867,-61.0495
300,49.33467,-60.975,49.33683,-60.9935
301,49.47283,-61.160669999999996,49.483670000000004,-61.170669999999994
302,49.45833,-60.5635,49.45933,-60.58416999999999
303,49.45833,-60.5635,49.45933,-60.58416999999999
304,50.0455,-61.299330000000005,50.032,-61.292669999999994
305,50.0455,-61.299330000000005,50.032,-61.292669999999994
306,49.6185,-61.791669999999996,49.61683,-61.771330000000006
307,49.6185,-61.791669999999996,49.61683,-61.771330000000006
308,49.4875,-61.903169999999996,49.48583,-61.88633000000001
309,49.4875,-61.903169999999996,49.48583,-61.88633000000001
310,49.79,-62.03933000000001,49.79,-62.06083
311,49.86117,-62.16567,49.85417,-62.1475
312,49.8395,-62.3655,49.839,-62.384330000000006
313,49.8395,-62.3655,49.839,-62.384330000000006
314,50.08283,-62.5555,50.08267,-62.5415
315,50.09983,-62.94733000000001,50.09967,-62.93283
316,50.09783,-63.18233000000001,50.0975,-63.196999999999996
317,49.92033,-63.64617,49.9245,-63.663669999999996
318,50.02133,-64.35117,50.02167,-64.332
319,49.574329999999996,-66.62116999999999,49.5735,-66.6015
320,49.574329999999996,-66.62116999999999,49.5735,-66.6015
321,49.10483,-67.6505,49.0985,-67.66883
322,49.10483,-67.6505,49.0985,-67.66883
323,49.21017,-67.65183,49.20317,-67.667
324,49.19567,-67.8595,49.20583,-67.85217
325,49.19567,-67.8595,49.20583,-67.85217
326,49.20117,-67.90966999999999,49.214,-67.90283000000001
327,48.98633,-68.10916999999999,48.983670000000004,-68.11683000000001
328,48.9975,-68.2995,48.99933,-68.32016999999999
329,48.9975,-68.2995,48.99933,-68.32016999999999
330,48.73133,-68.4885,48.739329999999995,-68.47283
331,48.73133,-68.4885,48.739329999999995,-68.47283
332,48.57,-68.835,48.578829999999996,-68.821
333,48.57,-68.835,48.578829999999996,-68.821
334,48.367,-69.18983,48.376000000000005,-69.1755
335,48.6585,-68.4855,48.6525,-68.50367
336,48.6585,-68.4855,48.6525,-68.50367
337,48.71517,-68.21283000000001,48.7115,-68.23217
338,48.776,-68.279,48.7685,-68.29633000000001
339,48.871829999999996,-67.9715,48.865829999999995,-67.9895
340,48.80717,-67.8275,48.8025,-67.8465
341,48.80717,-67.8275,48.8025,-67.8465
342,48.90617,-67.44933,48.90533,-67.47
343,48.95333,-63.988330000000005,48.965,-63.995
344,48.95333,-63.988330000000005,48.965,-63.995
345,49.275,-64.08667,49.27,-64.085
346,49.275,-64.08667,49.27,-64.085
347,49.236670000000004,-64.4,49.235,-64.42
348,49.236670000000004,-64.4,49.235,-64.42
349,49.20667,-64.69333,49.21167,-64.71
350,49.366170000000004,-64.64699999999999,49.36717,-64.6655
351,49.4085,-64.82467,49.39567,-64.82133
352,49.495670000000004,-64.83317,49.4965,-64.85266999999999
353,49.442,-65.6975,49.4435,-65.71633
354,49.318670000000004,-65.73883000000001,49.32,-65.75717
355,49.2005,-66.58417,49.20317,-66.56567
356,49.15967,-66.72833,49.1645,-66.71
357,49.15967,-66.72833,49.1645,-66.71
358,49.180170000000004,-66.87467,49.184670000000004,-66.85783
359,49.180170000000004,-66.87467,49.184670000000004,-66.85783
360,49.239,-66.89,49.24033,-66.87167
361,49.239,-66.89,49.24033,-66.87167
362,49.2855,-66.64233,49.28917,-66.62483
363,49.2855,-66.64233,49.28917,-66.62483
364,49.57917,-65.7385,49.58717,-65.721
365,49.57917,-65.7385,49.58717,-65.721
366,49.60067,-66.03917,49.59883,-66.0575
367,49.67767,-65.97800000000001,49.66733,-65.9695
368,49.67817,-66.31716999999999,49.68417,-66.33466999999999
369,49.67817,-66.31716999999999,49.68417,-66.33466999999999
370,49.9805,-65.42533,49.98567,-65.4425
371,49.9805,-65.42533,49.98567,-65.4425
372,49.95833,-65.294,49.96333,-65.3115
373,49.95833,-65.294,49.96333,-65.3115
374,49.83217,-65.34467,49.836999999999996,-65.359
375,49.83217,-65.34467,49.836999999999996,-65.359
376,49.7485,-64.65567,49.7605,-64.663
377,49.7485,-64.65567,49.7605,-64.663
378,49.75717,-64.48533,49.76367,-64.50166999999999
379,49.75717,-64.48533,49.76367,-64.50166999999999
380,49.73033,-64.57283000000001,49.72983,-64.55433000000001
381,49.73033,-64.57283000000001,49.72983,-64.55433000000001
382,49.62533,-64.52566999999999,49.6265,-64.545
383,49.62533,-64.52566999999999,49.6265,-64.545
384,49.52267,-64.02667,49.52483,-64.04583000000001
385,49.52267,-64.02667,49.52483,-64.04583000000001
386,49.57783,-63.857169999999996,49.5675,-63.846169999999994
387,49.57783,-63.857169999999996,49.5675,-63.846169999999994
388,49.30567,-63.820330000000006,49.29367,-63.817
389,49.30567,-63.820330000000006,49.29367,-63.817
390,49.192,-63.448,49.19467,-63.43066999999999
391,49.192,-63.448,49.19467,-63.43066999999999
392,55.335,-55.496667,55.341667,-55.51
393,55.361667000000004,-55.99333299999999,55.358332999999995,-55.971667000000004
394,55.346667000000004,-56.293333,55.356667,-56.29
395,55.393333,-56.276667,55.393333,-56.29666700000001
396,55.42,-56.315,55.42333299999999,-56.333332999999996
397,55.388332999999996,-57.18666700000001,55.396667,-57.168333
398,55.573333,-57.32666700000001,55.583332999999996,-57.341667
399,55.70333299999999,-57.068332999999996,55.713333,-57.085
400,55.71,-57.033333,55.72,-57.05
401,55.588333,-56.903332999999996,55.58,-56.89
402,55.588333,-56.788332999999994,55.58,-56.773332999999994
403,55.725,-56.966667,55.723333,-56.95166700000001
404,55.765,-57.245,55.775,-57.25666700000001
405,55.831667,-57.221667000000004,55.843332999999994,-57.233332999999995
406,55.83,-57.58,55.82666700000001,-57.603333
407,55.886667,-57.376667000000005,55.896667,-57.391667000000005
408,55.916667000000004,-57.31166700000001,55.908333,-57.295
409,55.916667000000004,-57.31166700000001,55.908333,-57.295
410,56.055,-57.295,56.045,-57.281667000000006
411,56.055,-57.295,56.045,-57.281667000000006
412,56.055,-57.295,56.045,-57.281667000000006
413,56.055,-57.295,56.045,-57.281667000000006
414,56.265,-57.263332999999996,56.278332999999996,-57.261667
415,56.265,-57.263332999999996,56.278332999999996,-57.261667
416,56.265,-57.263332999999996,56.278332999999996,-57.261667
417,56.191667,-57.61,56.191667,-57.585
418,56.191667,-57.61,56.191667,-57.585
419,56.045,-57.845,56.055,-57.833332999999996
420,56.045,-57.845,56.055,-57.833332999999996
421,56.331667,-57.69,56.325,-57.678332999999995
422,56.35,-58.161667,56.351667000000006,-58.138332999999996
423,56.531667000000006,-58.135,56.525,-58.12
424,56.378333,-58.341667,56.373332999999995,-58.365
425,56.221667000000004,-58.553332999999995,56.216667,-58.57666700000001
426,56.221667000000004,-58.553332999999995,56.216667,-58.57666700000001
427,55.926667,-58.218332999999994,55.93833299999999,-58.206667
428,55.836667000000006,-58.59,55.835,-58.566667
429,56.29,-58.791667000000004,56.283333,-58.81166700000001
430,56.786667,-58.726667000000006,56.79666700000001,-58.736667000000004
431,56.833332999999996,-58.678332999999995,56.821667000000005,-58.668333
432,56.725,-58.378333,56.716667,-58.361667000000004
433,56.725,-58.378333,56.716667,-58.361667000000004
434,56.725,-58.378333,56.716667,-58.361667000000004
435,56.988333,-58.308333,56.978333,-58.293333
436,56.988333,-58.308333,56.978333,-58.293333
437,57.08,-58.746667,57.066667,-58.738333
438,57.07833299999999,-58.63,57.066667,-58.61833299999999
439,57.058333,-59.038332999999994,57.04666700000001,-59.026667
440,56.89,-59.146667,56.878333,-59.141667000000005
441,57.20333299999999,-59.405,57.191667,-59.391667000000005
442,57.483332999999995,-59.208332999999996,57.476667000000006,-59.205
443,57.483332999999995,-59.385,57.466667,-59.378333
444,57.603333,-59.42166700000001,57.593332999999994,-59.406667000000006
445,57.65,-59.261667,57.638332999999996,-59.248332999999995
446,57.275,-59.948333,57.288332999999994,-59.95166700000001
447,57.255,-60.39,57.265,-60.401667
448,57.3,-60.135,57.286667,-60.135
449,56.643333,-60.068332999999996,56.63333299999999,-60.053332999999995
450,54.88,-57.181667000000004,54.873332999999995,-57.168333
451,54.966667,-56.973333,54.95333299999999,-56.981667
452,55.315,-56.411667,55.316667,-56.388332999999996
453,55.181667000000004,-56.31333299999999,55.17,-56.29833299999999
454,54.75833299999999,-56.585,54.76,-56.608332999999995
455,54.698333,-55.483332999999995,54.698333,-55.461667000000006
456,54.566667,-55.86666700000001,54.556667000000004,-55.88333299999999
457,54.331667,-55.79833299999999,54.318332999999996,-55.8
458,54.098333,-55.623332999999995,54.101667000000006,-55.643333
459,52.266667,-53.12,52.273333,-53.098333
460,52.476667000000006,-53.001667000000005,52.488333,-52.995
461,52.61833299999999,-52.7,52.608332999999995,-52.71
462,52.695,-51.935,52.695,-51.915
463,52.475,-51.395,52.465,-51.378333000000005
464,52.296667,-51.073333,52.305,-51.09
465,52.531667000000006,-51.311667,52.541667000000004,-51.321667
466,52.775,-51.47,52.763332999999996,-51.451667
467,52.775,-51.47,52.763332999999996,-51.451667
468,52.775,-51.47,52.763332999999996,-51.451667
469,52.805,-51.793333000000004,52.816667,-51.806667
470,52.843332999999994,-51.726667,52.835,-51.713333
471,52.843332999999994,-51.726667,52.835,-51.713333
472,52.86,-52.15,52.846667000000004,-52.153333
473,53.105,-51.835,53.09,-51.823333
474,53.17,-51.946667,53.16,-51.938333
475,53.17,-51.946667,53.16,-51.938333
476,53.106667,-52.093333,53.098333,-52.083333
477,53.106667,-52.093333,53.098333,-52.083333
478,53.025,-52.301667,53.023332999999994,-52.321667
479,53.08,-52.32,53.085,-52.301667
480,53.278332999999996,-52.59,53.29,-52.595
481,53.378333,-52.45333299999999,53.36833299999999,-52.461667000000006
482,53.42333299999999,-52.305,53.41,-52.295
483,53.42333299999999,-52.305,53.41,-52.295
484,53.45166700000001,-52.505,53.445,-52.52
485,53.575,-52.37,53.558333,-52.356667
486,53.626667000000005,-52.501667000000005,53.613333,-52.49333299999999
487,53.766667000000005,-52.418333000000004,53.75666700000001,-52.408333
488,53.87,-52.581667,53.86,-52.575
489,53.918333,-52.50833299999999,53.906667000000006,-52.505
490,53.895,-53.153332999999996,53.901667,-53.17166700000001
491,54.32666700000001,-53.121667,54.335,-53.136667
492,54.41,-53.378333,54.42333299999999,-53.38333299999999
493,54.52,-53.231667,54.50666700000001,-53.223333
494,54.445,-53.093332999999994,54.43666700000001,-53.073333
495,54.445,-53.093332999999994,54.43666700000001,-53.073333
496,54.73,-52.75833299999999,54.718332999999994,-52.76
497,54.855,-53.27,54.851667000000006,-53.251667000000005
498,54.855,-53.27,54.851667000000006,-53.251667000000005
499,54.573333,-53.48,54.56333299999999,-53.468332999999994
500,54.846667000000004,-53.605,54.84,-53.585
501,54.846667000000004,-53.605,54.84,-53.585
502,54.223333,-54.003333,54.208332999999996,-54.001667000000005
503,51.776666999999996,-55.13333299999999,51.79,-55.136667
504,51.376667,-54.56,51.385,-54.575
505,51.205,-54.045,51.198333,-54.028332999999996
506,50.903333,-54.111667000000004,50.905,-54.13166700000001
507,51.11,-54.325,51.103333,-54.308333
508,51.025,-54.441667,51.016667,-54.45166700000001
509,51.025,-54.441667,51.016667,-54.45166700000001
510,50.165,-53.42166700000001,50.17,-53.403332999999996
511,50.24,-52.48,50.233333,-52.47
512,50.466667,-52.79833299999999,50.456666999999996,-52.785
513,50.835,-53.108332999999995,50.823333,-53.11833299999999
514,51.686667,-53.458332999999996,51.681667,-53.475
515,51.748333,-54.071667000000005,51.748333,-54.093332999999994
516,52.43666700000001,-54.123332999999995,52.43,-54.143333
517,52.596667000000004,-54.185,52.598333,-54.20333299999999
518,52.511667,-54.74,52.51,-54.75666700000001
519,52.875,-55.431667000000004,52.873332999999995,-55.411667
520,53.321667000000005,-55.115,53.31166700000001,-55.11666700000001
521,53.663332999999994,-55.266667000000005,53.67166700000001,-55.281667000000006
522,54.54,-55.138332999999996,54.533333,-55.155
523,54.823333,-54.766667000000005,54.835,-54.776667
524,55.14,-55.325,55.136667,-55.345
525,55.065,-54.933333,55.073333,-54.948333
526,55.183333,-54.75666700000001,55.193332999999996,-54.771667
527,55.183333,-54.75666700000001,55.193332999999996,-54.771667
528,55.161667,-54.3,55.161667,-54.281667000000006
529,55.161667,-54.3,55.161667,-54.281667000000006
530,55.161667,-54.3,55.161667,-54.281667000000006
531,55.0,-54.24166700000001,55.005,-54.223333
532,55.0,-54.24166700000001,55.005,-54.223333
533,55.0,-54.24166700000001,55.005,-54.223333
534,55.036667,-54.085,55.04666700000001,-54.086667000000006
535,55.036667,-54.085,55.04666700000001,-54.086667000000006
536,55.075,-53.8,55.066667,-53.788332999999994
